"Archaeopteropus transiens","33.9","28.4"
"Macroderma koppa","5.333","3.6"
"Archaeonycteris praecursor","55.8","48.6"
"Eppsinycteris anglica","56","47.8"
"Hipposideros bernardsigei","23.03","5.333"
"Miophyllorhina riversleighensis","23.03","5.333"
"Riversleigha williamsi","23.03","5.333"
"Macroderma koppa","5.333","3.6"
"Stehlinia gracilis","41.3","38"
"Rhinolophus ferrumequinum","2.588","0.0117"
"Aegyptonycteris knightae","38","33.9"
"Vespertiliavus gracilis","33.9","28.1"
"Palaeophyllophora quercyi","33.9","28.1"
"Hipposideros schlosseri","33.9","28.1"
"Vaylatsia prisca","33.9","28.1"
"Hipposideros schlosseri","37.2","28.4"
"Palaeophyllophora quercyi","37.2","28.4"
"Vaylatsia prisca","37.2","28.4"
"Vespertiliavus gracilis","37.2","28.4"
"Stehlinia gracilis","37.2","28.4"
"Stehlinia gracilis","33.9","28.4"
"Stehlinia bonisi","33.9","28.4"
"Vespertiliavus gracilis","33.9","28.4"
"Hipposideros morloti","33.9","28.4"
"Palaeophyllophora quercyi","33.9","28.4"
"Vaylatsia prisca","33.9","28.4"
"Mixopteryx dubia","33.9","28.4"
"Mixopteryx weithoferi","33.9","28.4"
"Hipposideros schlosseri","38","33.9"
"Palaeophyllophora quercyi","38","33.9"
"Palaeophyllophora oltina","38","33.9"
"Rhinolophus priscus","38","33.9"
"Lapichiropteryx xiei","48.6","37.2"
"Vespertiliavus lapradei","48.6","40.4"
