['Lasiurus', 'borealis']
['Tadarida', 'brasiliensis']
['Eptesicus', 'fuscus']
['Pipistrellus', 'subflavus']
['Eptesicus', 'fuscus']
['Pipistrellus', 'subflavus']
['Pipistrellus', 'subflavus']
['Lasiurus', 'borealis']
['Eptesicus', 'fuscus']
['Pipistrellus', 'subflavus']
['Eptesicus', 'fuscus']
['Pipistrellus', 'subflavus']
['Eptesicus', 'fuscus']
['Tadarida', 'brasiliensis']
['Noctilio', 'albiventris']
['Thyroptera', 'lavali']
['Chrotopterus', 'auritus']
['Myotis', 'austroriparius']
['Eptesicus', 'fuscus']
['Nycticeius', 'humeralis']
['Myotis', 'austroriparius']
['Myotis', 'grisescens']
['Lasiurus', 'intermedius']
['Pipistrellus', 'subflavus']
['Antrozous', 'pallidus']
['Rhinolophus', 'euryale']
['Rhinolophus', 'ferrumequinum']
