"lng","lat"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"8.000000","6.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"5.000000","28.000000"
"27.833332","-33.166668"
"27.833332","-33.166668"
"27.833332","-33.166668"
"27.833332","-33.166668"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"-8.000000","32.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"6.000000","13.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"","30.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"30.000000","26.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"20.000000","32.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"9.000000","35.000000"
"-17.000000","15.000000"
"-17.000000","15.000000"
"-17.000000","15.000000"
"-17.000000","15.000000"
"-17.000000","15.000000"
"-17.000000","15.000000"
"-17.000000","15.000000"
"-17.000000","15.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"10.000000","4.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"12.000000","-5.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"14.000000","-12.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"","15.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"15.000000","31.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"33.000000","-26.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"","114.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"114.000000","-23.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"32.000000","-25.000000"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"49.266666","10.266667"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"","-7.881111"
"","-7.881111"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-9.683333","31.400000"
"-9.683333","31.400000"
"-9.683333","31.400000"
"-9.683333","31.400000"
"-9.683333","31.400000"
"-9.683333","31.400000"
"-9.683333","31.400000"
"-9.683333","31.400000"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-8.966667","31.150000"
"-8.966667","31.150000"
"-8.966667","31.150000"
"-8.966667","31.150000"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-7.881111","31.208889"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"-68.500000","-70.750000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"149.000000","-33.000000"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"148.848618","-33.547222"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.497223","-42.580555"
"146.497223","-42.580555"
"146.497223","-42.580555"
"146.497223","-42.580555"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"147.929169","-33.043056"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"146.000000","-42.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"147.000000","-43.000000"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"148.894165","-33.578609"
"149.000000","-34.000000"
"149.000000","-34.000000"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
"148.779160","-33.629166"
