"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"492218","occ","","","31765","Rhinolophus priscus","species","136292","Priabonian","","38","33.9","12515"
"492227","occ","","","31764","Palaeophyllophora oltina","species","349278","Priabonian","","38","33.9","12515"
"492228","occ","","","31764","Palaeophyllophora","genus","67834","Priabonian","","38","33.9","12515"
"492229","occ","","","31764","Hipposideros morloti","species","348692","Priabonian","","38","33.9","12515"
"492230","occ","","","31764","Hipposideros schlosseri","species","255161","Priabonian","","38","33.9","12515"
"492231","occ","","","31764","Hipposideridae","family","40647","Priabonian","","38","33.9","12515"
"492232","occ","","","31764","Rhinolophus priscus","species","136292","Priabonian","","38","33.9","12515"
"492233","occ","","","31764","Tadarida","genus","40691","Priabonian","","38","33.9","12515"
"492246","occ","","","31756","Stehlinia","genus","40689","Priabonian","","38","33.9","13339"
"493227","occ","","","49816","Nyctalus","genus","40679","Middle Pleistocene","","0.781","0.126","13380"
"497489","occ","","","50249","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497490","occ","","","50249","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497491","occ","","","50249","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497492","occ","","","50249","Plecotus auritus","species","104145","Middle Pleistocene","","0.781","0.126","9643"
"497493","occ","","","50249","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9643"
"497494","occ","","","50249","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9643"
"497622","occ","","","50258","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9643"
"497623","occ","","","50258","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497624","occ","","","50258","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497625","occ","","","50258","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497626","occ","","","50258","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497627","occ","","","50258","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497628","occ","","","50258","Plecotus","genus","40684","Middle Pleistocene","","0.781","0.126","9643"
"497629","occ","","","50258","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9643"
"497630","occ","","","50258","Pipistrellus","genus","40683","Middle Pleistocene","","0.781","0.126","9643"
"497631","occ","","","50258","Pipistrellus","genus","40683","Middle Pleistocene","","0.781","0.126","9643"
"497632","occ","","","50258","Vespertilio murinus","species","104146","Middle Pleistocene","","0.781","0.126","9643"
"497633","occ","","","50258","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9643"
"497634","occ","","","50258","Nyctalus","genus","40679","Middle Pleistocene","","0.781","0.126","9643"
"497673","occ","","","50259","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"507502","occ","","","51504","Myotis","genus","40678","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"510974","occ","13209","","51778","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","13182"
"510975","occ","","","51778","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","13786"
"510976","occ","","","51778","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","13786"
"510977","occ","","","51778","Tadarida","genus","40691","Early Pleistocene","","2.588","0.781","13786"
"528247","occ","","","53951","Archerops annectens","species","67827","Middle Miocene","","15.97","11.608","14552"
"528252","occ","","","53951","Hipposideridae","family","40647","Middle Miocene","","15.97","11.608","14552"
"536434","occ","","","55494","Cambaya complexus","species","68273","Ypresian","","56","47.8","14970"
"536470","occ","","","55494","Jaegeria cambayensis","species","68287","Ypresian","","56","47.8","14980"
"540503","occ","","","43397","Shanwangia unexpectata","species","68707","Astaracian","","15.97","11.608","15140"
"562871","occ","","","58765","Chiroptera","order","40622","Late Paleocene","Early Eocene","58.7","48.6","16676"
"598816","occ","","","63515","Lophostoma silvicolum","species","117398","Late Pleistocene","","0.126","0.0117","18256"
"598817","occ","","","63515","Trachops cirrhosus","species","117399","Late Pleistocene","","0.126","0.0117","18256"
"598818","occ","","","63515","Micronycteris","genus","117402","Late Pleistocene","","0.126","0.0117","18256"
"598819","occ","","","63515","Phyllostomidae","family","66303","Late Pleistocene","","0.126","0.0117","18256"
"598820","occ","","","63515","Rhogeessa","genus","117403","Late Pleistocene","","0.126","0.0117","18256"
"598821","occ","","","63515","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","18256"
"599266","occ","","","63567","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599289","occ","","","63566","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599290","occ","","","63566","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599312","occ","","","63564","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599326","occ","","","63565","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599327","occ","","","63565","Pipistrellus","genus","40683","Late Pleistocene","Holocene","0.126","0","18288"
"599328","occ","","","63565","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599354","occ","","","63568","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599355","occ","","","63568","Pipistrellus","genus","40683","Late Pleistocene","Holocene","0.126","0","18288"
"599356","occ","","","63568","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599371","occ","","","63569","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599372","occ","","","63569","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599419","occ","","","63571","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599420","occ","","","63571","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599804","occ","","","63710","Chiroptera","order","40622","Holocene","","0.0117","0","18308"
"599823","occ","","","63708","Chiroptera","order","40622","Holocene","","0.0117","0","18308"
"599839","occ","","","63724","Myotis","genus","40678","Holocene","","0.0117","0","18307"
"599840","occ","","","63724","Myotis","genus","40678","Holocene","","0.0117","0","18307"
"599841","occ","","","63724","Antrozous pallidus","species","52646","Holocene","","0.0117","0","18307"
"599842","occ","","","63724","Tadarida","genus","40691","Holocene","","0.0117","0","18307"
"599843","occ","","","63724","Eumops perotis","species","48789","Holocene","","0.0117","0","18307"
"599844","occ","","","63724","Chiroptera","order","40622","Holocene","","0.0117","0","18307"
"599858","occ","","","63723","Eptesicus fuscus","species","52640","Holocene","","0.0117","0","18307"
"600963","occ","","","63885","Leptonycteris","genus","40656","Holocene","","0.0117","0","18355"
"600992","occ","","","63886","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","18357"
"608447","occ","","","20636","Myotis austroriparius","species","52635","Late Pleistocene","","0.126","0.0117","18730"
"623127","occ","","","66945","Megaderma vireti","species","91900","MN 10","","9.7","8.7","19062"
"623128","occ","","","66945","Rhinolophus grivensis","species","91931","MN 10","","9.7","8.7","19062"
"623129","occ","","","66943","Rhinolophus delphinensis","species","91951","MN 9","","11.1","9.7","19062"
"623130","occ","","","66943","Rhinolophus grivensis","species","91931","MN 9","","11.1","9.7","19062"
"623814","occ","","","32649","Paleptesicus","genus","40682","MN 11","","8.7","7.75","19062"
"623815","occ","","","66946","Paleptesicus","genus","40682","MN 10","","9.7","8.7","19062"
"623816","occ","","","66945","Paleptesicus","genus","40682","MN 10","","9.7","8.7","19062"
"623818","occ","","","66943","Paleptesicus","genus","40682","MN 9","","11.1","9.7","19062"
"623820","occ","","","66942","Paleptesicus","genus","40682","MN 9","","11.1","9.7","19062"
"623821","occ","","","66946","Myotis","genus","40678","MN 10","","9.7","8.7","19062"
"623822","occ","","","66945","Myotis","genus","40678","MN 10","","9.7","8.7","19062"
"623823","occ","","","66943","Myotis","genus","40678","MN 9","","11.1","9.7","19062"
"625000","occ","","","55602","Noctilio lacrimaelunaris","species","266644","Tortonian","","11.62","7.246","19222"
"632237","occ","","","37789","Megaderma vireti","species","91900","MN 11","","8.7","7.75","19444"
"632238","occ","","","37789","Rhinolophus delphinensis","species","91951","MN 11","","8.7","7.75","19444"
"632268","occ","","","37789","Rhinolophus grivensis","species","91931","MN 11","","8.7","7.75","19465"
"632269","occ","","","37789","Myotis boyeri","species","91942","MN 11","","8.7","7.75","19465"
"632270","occ","","","37789","Myotis","genus","40678","MN 11","","8.7","7.75","19465"
"632271","occ","","","37789","Plecotus","genus","40684","MN 11","","8.7","7.75","19465"
"633783","occ","","","68218","Megaderma vireti","species","91900","MN 13","","7.246","4.9","19622"
"633784","occ","","","68218","Rhinolophus delphinensis","species","91951","MN 13","","7.246","4.9","19622"
"633785","occ","18849","","68218","Rhinolophus grivensis lissiensis","subspecies","91938","MN 13","","7.246","4.9","19462"
"633786","occ","","","68218","Myotis boyeri","species","91942","MN 13","","7.246","4.9","19622"
"635202","occ","","","68341","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","19671"
"635203","occ","","","68341","Hipposideros","genus","40649","Middle Pleistocene","","0.781","0.126","19671"
"635204","occ","","","68340","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","19671"
"635205","occ","","","68341","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","19671"
"635206","occ","","","68342","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","19671"
"635207","occ","","","68341","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","19671"
"635208","occ","","","68342","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","19671"
"635588","occ","","","68380","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","19685"
"635589","occ","","","68380","Murina","genus","109084","Early Pleistocene","","2.588","0.781","19685"
"635590","occ","","","68380","Rhinolophus ferrumequinum","species","236716","Early Pleistocene","","2.588","0.781","19685"
"635591","occ","","","68380","Hipposideros","genus","40649","Early Pleistocene","","2.588","0.781","19685"
"636325","occ","","","68438","Hassianycteris","genus","178571","Ypresian","","56","47.8","19707"
"637072","occ","","","68547","Chiroptera","order","40622","MN 5","","15.97","13.65","24292"
"637073","occ","","","68570","Eptesicus","genus","40671","MN 15","","4.2","3.2","19450"
"637074","occ","","","68559","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","19450"
"637075","occ","","","68559","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","19450"
"637076","occ","","","68559","Chiroptera","order","40622","MN 7 + 8","","12.75","11.1","19450"
"637077","occ","","","68562","Chiroptera","order","40622","Miocene","","23.03","5.333","19450"
"639024","occ","","","68775","Macroderma","genus","94084","Late Miocene","","11.608","5.333","19849"
"639025","occ","","","68775","Chiroptera","order","40622","Late Miocene","","11.608","5.333","19849"
"639419","occ","","","21855","Rhinolophus","genus","40646","Early Miocene","Middle Miocene","23.03","11.608","19863"
"641020","occ","","","69116","Vespertilionidae","family","40663","MN 4","","16.9","15.97","19926"
"641076","occ","","","69062","Myotis myotis","species","109090","Middle Pleistocene","","0.781","0.126","19913"
"641077","occ","","","69062","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","19913"
"641078","occ","","","69062","Rhinolophus euryale","species","94476","Middle Pleistocene","","0.781","0.126","19913"
"645281","occ","19017","","69711","Megaderma lugdunensis","species","91889","MN 6","","13.65","12.75","12845"
"645282","occ","","","69711","Miniopterus fossilis","species","92013","MN 6","","13.65","12.75","23390"
"645283","occ","","","69711","Paleptesicus priscus","species","92011","MN 6","","13.65","12.75","23390"
"645284","occ","","","69711","Rhinolophus delphinensis","species","91951","MN 6","","13.65","12.75","23390"
"645285","occ","","","69711","Rhinolophus grivensis","species","91931","MN 6","","13.65","12.75","23390"
"645333","occ","","","58983","Chiroptera","order","40622","Serravallian","","13.82","11.62","23390"
"647039","occ","","","17709","Myotis","genus","40678","Geringian","","30.8","26.3","19303"
"647801","occ","","","49521","Tadarida leptognatha","species","92101","MN 6","","13.65","12.75","23504"
"647802","occ","","","49522","Tadarida engesseri","species","92100","MN 6","","13.65","12.75","23504"
"647804","occ","","","68040","Megaderma franconica","species","91891","MN 3","","20","16.9","23507"
"647805","occ","","","68040","Eptesicus aurelianensis","species","92010","MN 3","","20","16.9","23507"
"647806","occ","","","68040","Rhinolophus dehmi","species","91955","MN 3","","20","16.9","23507"
"647807","occ","","","49521","Miostrellus risgoviensis","species","92015","MN 6","","13.65","12.75","23504"
"650767","occ","","","69098","Eptesicus aurelianensis","species","92010","MN 4","","16.9","15.97","23602"
"650768","occ","","","69098","Vespertilionidae","family","40663","MN 4","","16.9","15.97","23602"
"653600","occ","","","70556","Microchiroptera","suborder","40627","Zanclean","","5.333","3.6","23682"
"654930","occ","","","70705","Eumops perotis","species","48789","Holocene","","0.0117","0","19694"
"659268","occ","","","22160","Microchiroptera","suborder","40627","Zanclean","","5.333","3.6","5357"
"661454","occ","","","71263","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","24053"
"661455","occ","","","71263","Antrozous pallidus","species","52646","Late Pleistocene","Holocene","0.126","0","24053"
"661456","occ","","","71263","Tadarida","genus","40691","Late Pleistocene","Holocene","0.126","0","24053"
"661489","occ","","","71264","Balantiopteryx io","species","160954","Late Pleistocene","","0.126","0.0117","24062"
"661490","occ","","","71264","Leptonycteris nivalis","species","47369","Late Pleistocene","","0.126","0.0117","24062"
"661491","occ","","","71264","Artibeus jamaicensis","species","160956","Late Pleistocene","","0.126","0.0117","24062"
"661492","occ","","","71264","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","24062"
"661493","occ","","","71264","Vespertilionidae","family","40663","Late Pleistocene","","0.126","0.0117","24062"
"661494","occ","","","71264","Tadarida brasiliensis","species","49249","Late Pleistocene","","0.126","0.0117","24062"
"661495","occ","","","71264","Tadarida laticaudata","species","160960","Late Pleistocene","","0.126","0.0117","24062"
"661496","occ","","","71264","Tadarida aurispinosa","species","160964","Late Pleistocene","","0.126","0.0117","24062"
"661497","occ","","","71264","Eumops perotis","species","48789","Late Pleistocene","","0.126","0.0117","24062"
"661906","occ","","","71313","Mormoops","genus","40657","Late Pleistocene","Holocene","0.126","0","24122"
"661908","occ","","","71313","Chrotopterus auritus","species","273786","Late Pleistocene","Holocene","0.126","0","24122"
"661909","occ","","","71313","Lonchophylla","genus","159110","Late Pleistocene","Holocene","0.126","0","24122"
"661910","occ","","","71313","Desmodus rotundus","species","235347","Late Pleistocene","Holocene","0.126","0","24122"
"661911","occ","","","71313","Desmodus draculae","species","270550","Late Pleistocene","Holocene","0.126","0","24122"
"661912","occ","","","71313","Eptesicus","genus","40671","Late Pleistocene","Holocene","0.126","0","24122"
"661913","occ","","","71313","Tadarida brasiliensis","species","49249","Late Pleistocene","Holocene","0.126","0","24122"
"662016","occ","","","71324","Eumops perotis","species","48789","Holocene","","0.0117","0","23916"
"662143","occ","","","71335","Desmodus rotundus","species","235347","Late Pleistocene","","0.126","0.0117","24109"
"662199","occ","","","71345","Plecotus tetralophodon","species","45287","Late Pleistocene","","0.126","0.0117","24078"
"662232","occ","","","71346","Eptesicus","genus","40671","Late Pleistocene","","0.126","0.0117","24009"
"663414","occ","24364","","55494","Icaronycteris sigei","species","178563","Ypresian","","56","47.8","35350"
"663415","occ","24365","","55494","Archaeonycteris storchi","species","178567","Ypresian","","56","47.8","35350"
"663416","occ","","","55494","Chiroptera","order","40622","Ypresian","","56","47.8","24154"
"665419","occ","","","71662","Eptesicus praeglacialis","species","99166","Early Pleistocene","","2.588","0.781","24188"
"665420","occ","","","71662","Plecotus crassidens","species","53414","Early Pleistocene","","2.588","0.781","24188"
"686197","occ","","","73861","Megadermatidae","family","40640","MN 4","MN 5","16.9","13.65","24771"
"690464","occ","","","74246","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","24936"
"690650","occ","","","74292","Eumops glaucinus","species","45958","Late Pleistocene","","0.126","0.0117","24947"
"691169","occ","","","74472","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","24982"
"691183","occ","","","74473","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","1326"
"691184","occ","","","74473","Myotis velifer","species","52649","Late Pleistocene","","0.126","0.0117","1326"
"691185","occ","","","74473","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","1326"
"691223","occ","","","74474","Myotis velifer","species","52649","Holocene","","0.0117","0","1326"
"691224","occ","","","74474","Pipistrellus hesperus","species","51504","Holocene","","0.0117","0","1326"
"691225","occ","","","74474","Antrozous pallidus","species","52646","Holocene","","0.0117","0","1326"
"691226","occ","","","74474","Mormoops","genus","40657","Holocene","","0.0117","0","1326"
"691227","occ","","","74474","Tadarida brasiliensis","species","49249","Holocene","","0.0117","0","1326"
"691620","occ","","","74496","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","24991"
"691623","occ","","","74497","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","24993"
"691624","occ","","","74497","Myotis thysanodes","species","48918","Late Pleistocene","","0.126","0.0117","24993"
"691625","occ","","","74497","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","24993"
"700870","occ","","","75300","Myotis","genus","40678","Early Pliocene","","5.333","3.6","25440"
"700871","occ","","","75300","Myotis","genus","40678","Early Pliocene","","5.333","3.6","25440"
"700872","occ","","","75300","Myotis","genus","40678","Early Pliocene","","5.333","3.6","25440"
"700873","occ","","","75300","Vespertilio","genus","40692","Early Pliocene","","5.333","3.6","25440"
"700874","occ","","","75300","Murina","genus","109084","Early Pliocene","","5.333","3.6","25440"
"703237","occ","","","39425","Chiroptera","order","40622","Pliocene","","5.333","2.588","25483"
"704811","occ","","","22701","Tachypteron franzeni","species","110059","MP 11","","48.6","40.4","25533"
"709920","occ","","","76059","Myotis velifer","species","52649","Late Pleistocene","","0.126","0.0117","25748"
"709921","occ","","","76059","Plecotus","genus","40684","Late Pleistocene","","0.126","0.0117","25748"
"709922","occ","","","76059","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","25748"
"709923","occ","","","76059","Tadarida brasiliensis","species","49249","Late Pleistocene","","0.126","0.0117","25748"
"709924","occ","","","76059","Tadarida","genus","40691","Late Pleistocene","","0.126","0.0117","25748"
"709993","occ","","","76060","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","25748"
"709994","occ","","","76060","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","25748"
"709995","occ","","","76060","Myotis velifer","species","52649","Late Pleistocene","","0.126","0.0117","25748"
"709996","occ","","","76060","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","25748"
"710001","occ","","","76060","Plecotus","genus","40684","Late Pleistocene","","0.126","0.0117","25748"
"710002","occ","","","76060","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","25748"
"710003","occ","","","76060","Tadarida brasiliensis","species","49249","Late Pleistocene","","0.126","0.0117","25748"
"717356","occ","","","77014","Chiroptera","order","40622","Ypresian","Lutetian","56","41.3","26064"
"717431","occ","","","71985","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","24350"
"717440","occ","","","77030","Scotophilus","genus","40687","Middle Miocene","","15.97","11.608","26069"
"726505","occ","","","78058","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","26329"
"732837","occ","","","78640","Cubanycteris silvai","species","117434","Late Pleistocene","","0.126","0.0117","26442"
"732842","occ","","","78640","Macrotus","genus","159106","Late Pleistocene","","0.126","0.0117","26442"
"732843","occ","","","78640","Artibeus","genus","159104","Late Pleistocene","","0.126","0.0117","26442"
"732844","occ","","","78640","Artibeus jamaicensis","species","160956","Late Pleistocene","","0.126","0.0117","26442"
"732845","occ","","","78640","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","26442"
"732846","occ","","","78640","Brachyphylla","genus","159105","Late Pleistocene","","0.126","0.0117","26442"
"732847","occ","","","78640","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","26442"
"732849","occ","","","78640","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","26442"
"732850","occ","","","78640","Lasiurus intermedius","species","47494","Late Pleistocene","","0.126","0.0117","26442"
"733258","occ","","","78672","Onychonycteris finneyi","species","117585","Lostcabinian","","55.8","50.3","26452"
"740895","occ","","","79661","Myotis grisescens","species","119647","Pleistocene","","2.588","0.0117","26764"
"740896","occ","","","79662","Myotis grisescens","species","119647","Pleistocene","Holocene","2.588","0","26764"
"740897","occ","","","79663","Myotis grisescens","species","119647","Pleistocene","Holocene","2.588","0","26764"
"740898","occ","","","79661","Myotis keenii","species","52642","Pleistocene","","2.588","0.0117","26764"
"740899","occ","","","79662","Pipistrellus subflavus","species","52648","Pleistocene","Holocene","2.588","0","26764"
"740900","occ","","","79663","Eptesicus fuscus","species","52640","Pleistocene","Holocene","2.588","0","26764"
"740915","occ","","","20302","Myotis grisescens","species","119647","Irvingtonian","","1.8","0.3","26764"
"740916","occ","","","20302","Myotis","genus","40678","Irvingtonian","","1.8","0.3","26764"
"740977","occ","","","79683","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","26776"
"741187","occ","","","59167","Eptesicus","genus","40671","Messinian","Piacenzian","7.246","2.588","5401"
"781618","occ","","","84195","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","28192"
"781619","occ","","","84195","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","28192"
"781620","occ","","","84195","Pipistrellus","genus","40683","Late Pleistocene","","0.126","0.0117","28192"
"781621","occ","","","84195","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","28192"
"781622","occ","","","84195","Nycticeius humeralis","species","52641","Late Pleistocene","","0.126","0.0117","28192"
"784248","occ","","","35221","Chiroptera","order","40622","Early Oligocene","","33.9","28.4","1136"
"784259","occ","","","48126","Vespertilionidae","family","40663","Middle Miocene","","15.97","11.608","28326"
"784260","occ","","","48126","Molossidae","family","40693","Middle Miocene","","15.97","11.608","28326"
"784442","occ","","","31499","Tanzanycteris mannardi","species","134910","Lutetian","","47.8","41.3","28370"
"786113","occ","","","84793","Archaeopteropus transiens","species","135790","Early Oligocene","","33.9","28.4","28452"
"786144","occ","","","84800","Tadarida rusingae","species","135841","Burdigalian","","20.44","15.97","28456"
"786296","occ","","","28293","Taphozous","genus","40637","MN 2","","22.4","20","28475"
"786667","occ","","","84865","Xenorhinos halli","species","136146","Early Miocene","","23.03","15.97","28492"
"786685","occ","","","84865","Brevipalatus mcculloughi","species","136223","Early Miocene","","23.03","15.97","28497"
"786686","occ","","","84865","Rhinonycteris","genus","40652","Early Miocene","","23.03","15.97","28497"
"786687","occ","","","84865","Brachipposideros","genus","92089","Early Miocene","","23.03","15.97","28497"
"786688","occ","","","84865","Riversleigha williamsi","species","348471","Early Miocene","","23.03","15.97","28497"
"786689","occ","","","84865","Macroderma","genus","94084","Early Miocene","","23.03","15.97","28497"
"786690","occ","","","84865","Brachipposideros","genus","92089","Early Miocene","","23.03","15.97","28497"
"786691","occ","","","84865","Brachipposideros","genus","92089","Early Miocene","","23.03","15.97","28497"
"786711","occ","","","12954","Philisis sphingis","species","136264","Rupelian","","33.9","28.1","28499"
"786712","occ","","","67706","Witwatia schlosseri","species","136266","Priabonian","","38","33.9","28499"
"786713","occ","","","67706","Witwatia eremicus","species","136267","Priabonian","","38","33.9","28499"
"786714","occ","","","67706","Qarunycteris moerisae","species","136272","Priabonian","","38","33.9","28499"
"786715","occ","","","60127","Dhofarella sigei","species","136270","Rupelian","","33.9","28.1","28499"
"786716","occ","","","60127","Saharaderma pseudovampyrus","species","136274","Rupelian","","33.9","28.1","28499"
"786717","occ","","","60127","Khonsunycteris aegypticus","species","136276","Rupelian","","33.9","28.1","28499"
"804620","occ","","","87787","Hipposideridae","family","40647","MN 9","","11.1","9.7","29516"
"808567","occ","","","15916","Honrovits tsuwape","species","145195","Wasatchian","","55.8","50.3","1045"
"820525","occ","","","35533","Icaronycteris menui","species","149422","Ypresian","","56","47.8","30281"
"820526","occ","","","35533","Archaeonycteris brailloni","species","149428","Ypresian","","56","47.8","30281"
"820527","occ","","","35533","Ageina tobieni","species","149432","Ypresian","","56","47.8","30281"
"820529","occ","","","35535","Icaronycteris menui","species","149422","Ypresian","","56","47.8","30281"
"820530","occ","","","35535","Archaeonycteris brailloni","species","149428","Ypresian","","56","47.8","30281"
"820531","occ","","","35535","Ageina","genus","40697","Ypresian","","56","47.8","30281"
"828704","occ","","","91339","Chiroptera","order","40622","Lutetian","","47.8","41.3","30724"
"833938","occ","","","92675","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","31228"
"834427","occ","","","92732","Pteropus","genus","103145","Holocene","","0.0117","0","31261"
"834428","occ","","","92732","Rousettus","genus","158501","Holocene","","0.0117","0","31261"
"835205","occ","","","92733","Eidolon","genus","158500","Holocene","","0.0117","0","31261"
"835206","occ","","","92733","Rousettus","genus","158501","Holocene","","0.0117","0","31261"
"835207","occ","","","92733","Hipposideros","genus","40649","Holocene","","0.0117","0","31261"
"835208","occ","","","92733","Triaenops","genus","67840","Holocene","","0.0117","0","31261"
"835209","occ","","","92733","Miniopterus","genus","40676","Holocene","","0.0117","0","31261"
"835210","occ","","","92733","Mormopterus","genus","92096","Holocene","","0.0117","0","31261"
"835211","occ","","","92733","Mops","genus","92129","Holocene","","0.0117","0","31261"
"835689","occ","","","92781","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","31293"
"835997","occ","","","92787","Megaderma","genus","40642","Late Pleistocene","","0.126","0.0117","31309"
"835998","occ","","","92787","Hipposideros","genus","40649","Late Pleistocene","","0.126","0.0117","31309"
"835999","occ","","","92787","Hipposideros","genus","40649","Late Pleistocene","","0.126","0.0117","31309"
"836000","occ","","","92787","Rhinolophus ferrumequinum","species","236716","Late Pleistocene","","0.126","0.0117","31309"
"836001","occ","","","92787","Rhinolophus","genus","40646","Late Pleistocene","","0.126","0.0117","31309"
"836002","occ","","","92787","Rhinolophus","genus","40646","Late Pleistocene","","0.126","0.0117","31309"
"836003","occ","","","92787","Rhinolophus","genus","40646","Late Pleistocene","","0.126","0.0117","31309"
"836004","occ","","","92787","Murina","genus","109084","Late Pleistocene","","0.126","0.0117","31309"
"836005","occ","","","92787","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31309"
"836006","occ","","","92787","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31309"
"836007","occ","","","92787","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31309"
"836008","occ","","","92787","Tylonycteris","genus","158789","Late Pleistocene","","0.126","0.0117","31309"
"836009","occ","","","92787","Miniopterus","genus","40676","Late Pleistocene","","0.126","0.0117","31309"
"836010","occ","","","92787","Scotomanes","genus","158788","Late Pleistocene","","0.126","0.0117","31309"
"836011","occ","","","92787","Pipistrellus","genus","40683","Late Pleistocene","","0.126","0.0117","31309"
"837014","occ","","","92812","Phyllops silvai","species","159103","Late Pleistocene","","0.126","0.0117","31330"
"837015","occ","","","92812","Artibeus","genus","159104","Late Pleistocene","","0.126","0.0117","31330"
"837016","occ","","","92812","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","31330"
"837017","occ","","","92812","Brachyphylla","genus","159105","Late Pleistocene","","0.126","0.0117","31330"
"837018","occ","","","92812","Macrotus","genus","159106","Late Pleistocene","","0.126","0.0117","31330"
"837318","occ","","","92838","Chiroptera","order","40622","Early Eocene","","55.8","48.6","31336"
"839062","occ","","","93141","Myotis thysanodes","species","48918","Late Pleistocene","","0.126","0.0117","31472"
"839063","occ","","","93141","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","31472"
"840126","occ","","","93183","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","31489"
