"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"351236","occ","","","33396","Rhinolophus delphinensis","species","91951","MN 15","","4.2","3.2","8869"
"351237","occ","","","33396","Rhinolophus grivensis","species","91931","MN 15","","4.2","3.2","8869"
"351238","occ","","","33396","Plecotus crassidens","species","53414","MN 15","","4.2","3.2","8869"
"351239","occ","","","33396","Myotis","genus","40678","MN 15","","4.2","3.2","8869"
"351240","occ","","","33396","Myotis","genus","40678","MN 15","","4.2","3.2","8869"
"351241","occ","","","33396","Myotis","genus","40678","MN 15","","4.2","3.2","8869"
"351242","occ","","","33396","Myotis","genus","40678","MN 15","","4.2","3.2","8869"
"351243","occ","","","33396","Myotis helleri","species","54029","MN 15","","4.2","3.2","8869"
"356137","occ","","","32198","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"356179","occ","","","33973","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"356253","occ","","","33974","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"357102","occ","","","33975","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"357136","occ","","","34008","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"357157","occ","","","34009","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"358958","occ","","","32240","Rhinolophus grivensis","species","91931","MN 14","","4.9","4.2","8683"
"360293","occ","","","34127","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360294","occ","","","34127","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360295","occ","","","34127","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360296","occ","","","34127","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360297","occ","","","34127","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360298","occ","","","34127","Plecotus auritus","species","104145","Pleistocene","","2.588","0.0117","8650"
"360355","occ","","","34128","Rhinolophus ferrumequinum","species","236716","Pleistocene","","2.588","0.0117","8987"
"360356","occ","","","34128","Rhinolophus euryale","species","94476","Pleistocene","","2.588","0.0117","8987"
"360357","occ","","","34128","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8987"
"361920","occ","","","34287","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","9013"
"362230","occ","","","34330","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9013"
"362802","occ","","","34366","Chiroptera","order","40622","Miocene","Pliocene","23.03","2.588","9029"
"367501","occ","","","34758","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","9268"
"368277","occ","","","34842","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9314"
"368278","occ","","","34842","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9314"
"368332","occ","","","34848","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9314"
"368541","occ","","","34870","Myotis","genus","40678","Pleistocene","","2.588","0.0117","9346"
"368542","occ","","","34870","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","9346"
"368543","occ","","","34870","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","9346"
"368635","occ","","","34872","Myotis","genus","40678","Pleistocene","","2.588","0.0117","9346"
"368636","occ","","","34872","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","9346"
"368637","occ","","","34872","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","9346"
"369033","occ","","","34911","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9372"
"369034","occ","","","34911","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","9372"
"369035","occ","","","34911","Rhinolophus","genus","40646","Early Pleistocene","","2.588","0.781","9372"
"369036","occ","","","34911","Miniopterus","genus","40676","Early Pleistocene","","2.588","0.781","9372"
"370320","occ","","","26752","Rhinolophus","genus","40646","Late Miocene","","11.608","5.333","9426"
"370321","occ","","","26752","Myotis boyeri","species","91942","Late Miocene","","11.608","5.333","9426"
"370322","occ","","","26752","Myotis","genus","40678","Late Miocene","","11.608","5.333","9426"
"370323","occ","","","26752","Miniopterus fossilis","species","92013","Late Miocene","","11.608","5.333","9426"
"370324","occ","","","26752","Tadarida","genus","40691","Late Miocene","","11.608","5.333","9426"
"370464","occ","","","35076","Rhinolophus ferrumequinum","species","236716","Pliocene","Pleistocene","5.333","0.0117","9424"
"370493","occ","","","35077","Chiroptera","order","40622","Turolian","","8.7","5.333","9415"
"373451","occ","","","35354","Chiroptera","order","40622","Ruscinian","Villanyian","5.333","2.588","9534"
"373531","occ","","","35358","Chiroptera","order","40622","Villanyian","","3.2","2.588","9534"
"373582","occ","","","35359","Chiroptera","order","40622","Pliocene","Pleistocene","5.333","0.0117","9534"
"373630","occ","","","35362","Vespertilionidae","family","40663","Late Miocene","","11.608","5.333","9546"
"374107","occ","","","35368","Chiroptera","order","40622","Villanyian","","3.2","2.588","9534"
"374135","occ","","","35369","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374136","occ","","","35369","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374137","occ","","","35369","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374138","occ","","","35369","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374139","occ","","","35369","Vespertilio","genus","40692","Villanyian","","3.2","2.588","9534"
"374140","occ","","","35369","Eptesicus praeglacialis","species","99166","Villanyian","","3.2","2.588","9534"
"374141","occ","","","35369","Rhinolophus ferrumequinum","species","236716","Villanyian","","3.2","2.588","9534"
"374197","occ","","","35370","Rhinolophus ferrumequinum","species","236716","Villanyian","","3.2","2.588","9534"
"374198","occ","","","35370","Rhinolophus euryale","species","94476","Villanyian","","3.2","2.588","9534"
"374199","occ","","","35370","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374200","occ","","","35370","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374201","occ","","","35370","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374202","occ","","","35370","Plecotus","genus","40684","Villanyian","","3.2","2.588","9534"
"374242","occ","","","35371","Rhinolophus ferrumequinum","species","236716","Villanyian","","3.2","2.588","9534"
"374243","occ","","","35371","Chiroptera","order","40622","Villanyian","","3.2","2.588","9534"
"374408","occ","","","35383","Chiroptera","order","40622","Pliocene","Pleistocene","5.333","0.0117","9534"
"375031","occ","","","35428","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375124","occ","","","35431","Rhinolophus","genus","40646","Early Pleistocene","","2.588","0.781","9534"
"375125","occ","","","35431","Plecotus","genus","40684","Early Pleistocene","","2.588","0.781","9534"
"375126","occ","","","35431","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375127","occ","","","35431","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375128","occ","","","35431","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375129","occ","","","35431","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375130","occ","","","35431","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375131","occ","","","35431","Miniopterus","genus","40676","Early Pleistocene","","2.588","0.781","9534"
"375132","occ","","","35431","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375475","occ","","","35442","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375476","occ","","","35442","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375477","occ","","","35442","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375609","occ","","","35457","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375681","occ","","","35459","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375682","occ","","","35459","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375813","occ","","","35465","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375841","occ","","","35466","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375873","occ","","","35467","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375903","occ","","","35468","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375965","occ","","","35472","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","9534"
"375966","occ","","","35472","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375967","occ","","","35472","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375968","occ","","","35472","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375969","occ","","","35472","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375970","occ","","","35472","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375971","occ","","","35472","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375972","occ","","","35472","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9534"
"375973","occ","","","35472","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9534"
"375974","occ","","","35472","Plecotus auritus","species","104145","Middle Pleistocene","","0.781","0.126","9534"
"376062","occ","","","35476","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","9534"
"376063","occ","","","35476","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9534"
"376064","occ","","","35476","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9534"
"376065","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376066","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376067","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376068","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376069","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376070","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376071","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376072","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376073","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376074","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376075","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376076","occ","","","35476","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376077","occ","","","35476","Plecotus auritus","species","104145","Middle Pleistocene","","0.781","0.126","9534"
"376078","occ","","","35476","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9534"
"376079","occ","","","35476","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9534"
"376080","occ","","","35476","Vespertilio","genus","40692","Middle Pleistocene","","0.781","0.126","9534"
"376081","occ","","","35476","Nyctalus","genus","40679","Middle Pleistocene","","0.781","0.126","9534"
"376082","occ","","","35476","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","9534"
"377031","occ","","","18597","Primonatalus prattae","species","56186","Hemingfordian","","20.43","15.97","9610"
"377032","occ","","","17341","Natalidae","family","40696","Whitneyan","","33.3","30.8","9610"
"377033","occ","","","17341","Mormoopidae","family","66293","Whitneyan","","33.3","30.8","9610"
"377034","occ","","","17341","Emballonuridae","family","40636","Whitneyan","","33.3","30.8","9610"
"377035","occ","","","17341","Emballonuridae","family","40636","Whitneyan","","33.3","30.8","9610"
"377036","occ","","","17341","Vespertilionidae","family","40663","Whitneyan","","33.3","30.8","9610"
"379643","occ","","","35907","Myotis","genus","40678","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"379644","occ","","","35907","Myotis","genus","40678","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"379645","occ","","","35907","Myotis","genus","40678","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"379646","occ","","","35907","Plecotus auritus","species","104145","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"381356","occ","","","36214","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9643"
"381357","occ","","","36214","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"381358","occ","","","36214","Vespertilio","genus","40692","Middle Pleistocene","","0.781","0.126","9643"
"381460","occ","","","36219","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"381461","occ","","","36219","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"383637","occ","","","36452","Myotis myotis","species","109090","Pleistocene","","2.588","0.0117","9767"
"383641","occ","","","36517","Myotis myotis","species","109090","Pleistocene","","2.588","0.0117","9767"
"386554","occ","","","36875","Vespertiliavus","genus","40638","MP 13","MP 14","48.6","40.4","9873"
"386555","occ","","","36875","Emballonuridae","family","40636","MP 13","MP 14","48.6","40.4","9873"
"386556","occ","","","36875","Necromantis","genus","40643","MP 13","MP 14","48.6","40.4","9873"
"386557","occ","","","36875","Stehlinia","genus","40689","MP 13","MP 14","48.6","40.4","9873"
"386558","occ","","","36875","Stehlinia","genus","40689","MP 13","MP 14","48.6","40.4","9873"
"387080","occ","","","36974","Rhinolophus grivensis","species","91931","Pleistocene","","2.588","0.0117","9885"
"387604","occ","","","37050","Taphozous","genus","40637","Burdigalian","","20.44","15.97","9929"
"387605","occ","","","37050","Rhinolophus grivensis","species","91931","Burdigalian","","20.44","15.97","9929"
"387606","occ","","","37050","Hipposideros","genus","40649","Burdigalian","","20.44","15.97","9929"
"387607","occ","","","37050","Hipposideros (Brachipposideros) dechaseauxi","species","92092","Burdigalian","","20.44","15.97","9929"
"387608","occ","","","37050","Hipposideros (Pseudorhinolophus) bouziguensis","species","92094","Burdigalian","","20.44","15.97","9929"
"387609","occ","","","37050","Asellia mariaetheresae","species","92042","Burdigalian","","20.44","15.97","9929"
"387610","occ","","","37050","Tadarida","genus","40691","Burdigalian","","20.44","15.97","9929"
"391397","occ","","","37518","Myotis","genus","40678","MP 24","","33.9","28.4","10040"
"392744","occ","","","37493","Chiroptera","order","40622","Middle Eocene","","48.6","37.2","10065"
"393077","occ","","","37809","Icaronycteris index","species","56929","Wasatchian","","55.8","50.3","10080"
"396908","occ","","","38137","Eptesicus campanensis","species","56998","MN 6","","13.65","12.75","10239"
"398216","occ","","","13066","Myotis lucifugus","species","52644","Pleistocene","","2.588","0.0117","10274"
"398217","occ","","","13066","Myotis grisescens","species","119647","Pleistocene","","2.588","0.0117","10274"
"398218","occ","","","13066","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","10274"
"398219","occ","","","13066","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","10274"
"404230","occ","","","21507","Chiroptera","order","40622","Calabrian","","1.806","0.781","4734"
"405858","occ","","","39014","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"405859","occ","","","39014","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"405860","occ","","","39014","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"405861","occ","","","39014","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"407981","occ","","","39251","Megaderma","genus","40642","Pleistocene","","2.588","0.0117","10604"
"407992","occ","","","39252","Myotis","genus","40678","Pleistocene","","2.588","0.0117","10604"
"407993","occ","","","39252","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","10604"
"411480","occ","","","39797","Rhinolophus ferrumequinum","species","236716","Early Pleistocene","","2.588","0.781","10779"
"411500","occ","","","39797","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","10779"
"411501","occ","","","39797","Rhinolophus","genus","40646","Early Pleistocene","","2.588","0.781","10779"
"411502","occ","","","39797","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","10779"
"411503","occ","","","39797","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","10779"
"411504","occ","","","39797","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","10779"
"413493","occ","","","38868","Eppsinycteris anglica","species","57564","Ypresian","","56","47.8","10844"
"419540","occ","","","40755","Chiroptera","order","40622","Miocene","","23.03","5.333","10998"
"420005","occ","","","40808","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","11028"
"420006","occ","","","40808","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","11028"
"420007","occ","","","40808","Vespertilionidae","family","40663","Middle Pleistocene","","0.781","0.126","11028"
"421621","occ","","","40995","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11570"
"421622","occ","11581","","40995","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421623","occ","","","40995","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11570"
"421631","occ","","","40997","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421632","occ","","","40997","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421633","occ","","","40997","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421634","occ","","","40997","Miniopterus","genus","40676","Early Pleistocene","","2.588","0.781","11051"
"421643","occ","","","40998","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421644","occ","","","40998","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421649","occ","","","40999","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421658","occ","","","41000","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421659","occ","","","41000","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421670","occ","","","41001","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421671","occ","","","41001","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"429267","occ","","","41932","Vespertilio","genus","40692","Pliocene","","5.333","2.588","11202"
"436652","occ","","","33638","Rhinolophus","genus","40646","MN 16","","3.2","2.588","11342"
"436653","occ","","","33638","Rhinolophus","genus","40646","MN 16","","3.2","2.588","11342"
"442251","occ","","","41810","Shanwangia","genus","68706","Astaracian","","15.97","11.608","11442"
"442281","occ","","","41813","Myotis","genus","40678","Burdigalian","","20.44","15.97","11443"
"442325","occ","","","43400","Vespertilionidae","family","40663","Burdigalian","","20.44","15.97","11443"
"442581","occ","","","43619","Rhinolophus ferrumequinum","species","236716","Late Pleistocene","","0.126","0.0117","11457"
"442582","occ","","","43619","Miniopterus","genus","40676","Late Pleistocene","","0.126","0.0117","11457"
"442583","occ","","","43619","Myotis myotis","species","109090","Late Pleistocene","","0.126","0.0117","11457"
"442584","occ","","","43619","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442585","occ","","","43619","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442586","occ","","","43619","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442587","occ","","","43619","Vespertilio murinus","species","104146","Late Pleistocene","","0.126","0.0117","11457"
"442652","occ","","","43629","Myotis myotis","species","109090","Late Pleistocene","","0.126","0.0117","11457"
"442653","occ","","","43629","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442696","occ","","","43631","Myotis myotis","species","109090","Late Pleistocene","","0.126","0.0117","11457"
"442697","occ","","","43631","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442698","occ","","","43631","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442699","occ","","","43631","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442895","occ","","","43644","Vespertilio","genus","40692","Early Pleistocene","","2.588","0.781","11465"
"447667","occ","","","12848","Rhinolophus","genus","40646","Priabonian","","38","33.9","11573"
"447668","occ","","","12848","Vespertiliavus","genus","40638","Priabonian","","38","33.9","11573"
"447681","occ","","","31583","Vespertiliavus","genus","40638","Early Oligocene","","33.9","28.4","11574"
"447682","occ","","","31583","Palaeophyllophora","genus","67834","Early Oligocene","","33.9","28.4","11574"
"447683","occ","","","31583","Pseudorhinolophus","genus","67835","Early Oligocene","","33.9","28.4","11574"
"450311","occ","","","44219","Pteropidae","family","95977","Turolian","","8.7","5.333","11436"
"450312","occ","","","44219","Hipposideridae","family","40647","Turolian","","8.7","5.333","11436"
"450313","occ","","","44219","Myotis","genus","40678","Turolian","","8.7","5.333","11436"
"450314","occ","","","44219","Eptesicus","genus","40671","Turolian","","8.7","5.333","11436"
"450315","occ","","","44219","Pipistrellus","genus","40683","Turolian","","8.7","5.333","11436"
"451932","occ","","","44223","Hipposideridae","family","40647","Turolian","","8.7","5.333","11436"
"451933","occ","","","44223","Myotis","genus","40678","Turolian","","8.7","5.333","11436"
"451934","occ","","","44223","Eptesicus","genus","40671","Turolian","","8.7","5.333","11436"
"451935","occ","","","44223","Pipistrellus","genus","40683","Turolian","","8.7","5.333","11436"
"451936","occ","","","44223","Plecotus","genus","40684","Turolian","","8.7","5.333","11436"
"451963","occ","","","44224","Pipistrellus","genus","40683","Turolian","","8.7","5.333","11436"
"451964","occ","","","44224","Plecotus","genus","40684","Turolian","","8.7","5.333","11436"
"455784","occ","","","12840","Vespertiliavus gracilis","species","348690","Bartonian","","41.3","38","11650"
"455785","occ","","","12840","Vespertiliavus","genus","40638","Bartonian","","41.3","38","11650"
"455786","occ","","","12840","Vespertiliavus","genus","40638","Bartonian","","41.3","38","11650"
"455787","occ","","","12840","Vespertiliavus","genus","40638","Bartonian","","41.3","38","11650"
"455788","occ","","","12840","Palaeophyllophora quercyi","species","348691","Bartonian","","41.3","38","11650"
"455789","occ","","","12840","Hipposideros schlosseri","species","255161","Bartonian","","41.3","38","11650"
"455790","occ","","","12840","Hipposideros","genus","40649","Bartonian","","41.3","38","11650"
"455791","occ","","","12840","Rhinolophoidea","superfamily","40639","Bartonian","","41.3","38","11650"
"455796","occ","","","12840","Hipposideros schlosseri","species","255161","Bartonian","","41.3","38","11650"
"456664","occ","","","13322","Cecilionycteris prisca","species","135929","Lutetian","","47.8","41.3","11714"
"456665","occ","","","13322","Matthesia","genus","40633","Lutetian","","47.8","41.3","11714"
"456666","occ","","","13322","Matthesia","genus","40633","Lutetian","","47.8","41.3","11714"
"462276","occ","","","45610","Chiroptera","order","40622","MN 6","","13.65","12.75","11994"
"462315","occ","","","45612","Chiroptera","order","40622","Langhian","","15.97","13.82","11994"
"462514","occ","","","28978","Chiroptera","order","40622","Lutetian","","47.8","41.3","12019"
"466289","occ","","","46284","Myotis","genus","40678","MN 4","","16.9","15.97","12335"
"466561","occ","","","46259","Chiroptera","order","40622","MN 6","MN 7 + 8","13.65","11.1","12335"
"466575","occ","","","46263","Myotis murinoides","species","92031","MN 7 + 8","","12.75","11.1","12335"
"466712","occ","","","46280","Chiroptera","order","40622","MN 3","","20","16.9","12335"
"472507","occ","","","46955","Rhinolophus delphinensis","species","91951","MN 5","","15.97","13.65","12472"
"472508","occ","","","46955","Eptesicus campanensis","species","56998","MN 5","","15.97","13.65","12472"
"474182","occ","","","12841","Hipposideros morloti","species","348692","Priabonian","","38","33.9","7272"
"474183","occ","","","12841","Hipposideros schlosseri","species","255161","Priabonian","","38","33.9","7272"
"474184","occ","","","12841","Hipposideros","genus","40649","Priabonian","","38","33.9","7272"
"474185","occ","","","12841","Palaeophyllophora","genus","67834","Priabonian","","38","33.9","7272"
"474186","occ","","","12841","Hipposideridae","family","40647","Priabonian","","38","33.9","7272"
"474187","occ","","","12841","Rhinolophus","genus","40646","Priabonian","","38","33.9","7272"
"474188","occ","","","12841","Vespertiliavus","genus","40638","Priabonian","","38","33.9","7272"
"474189","occ","","","12841","Vespertiliavus","genus","40638","Priabonian","","38","33.9","7272"
"474220","occ","","","12843","Hipposideros morloti","species","348692","Priabonian","","38","33.9","7272"
"474221","occ","","","12843","Hipposideros schlosseri","species","255161","Priabonian","","38","33.9","7272"
"474222","occ","","","12843","Palaeophyllophora quercyi","species","348691","Priabonian","","38","33.9","7272"
"474223","occ","","","12843","Rhinolophus priscus","species","136292","Priabonian","","38","33.9","7272"
"474294","occ","","","12847","Chiroptera","order","40622","Bartonian","","41.3","38","12522"
"474295","occ","","","12847","Chiroptera","order","40622","Bartonian","","41.3","38","12522"
"474332","occ","","","12849","Hipposideros schlosseri","species","255161","Priabonian","","38","33.9","7272"
"474333","occ","","","12849","Hipposideros","genus","40649","Priabonian","","38","33.9","7272"
"474334","occ","","","12849","Palaeophyllophora oltina","species","349278","Priabonian","","38","33.9","7272"
"474335","occ","","","12849","Rhinolophus priscus","species","136292","Priabonian","","38","33.9","7272"
"474336","occ","","","12849","Vespertiliavus gracilis","species","348690","Priabonian","","38","33.9","7272"
"474337","occ","","","12849","Vespertiliavus","genus","40638","Priabonian","","38","33.9","7272"
"474338","occ","","","12849","Stehlinia gracilis","species","136294","Priabonian","","38","33.9","7272"
"474339","occ","","","12849","Tadarida","genus","40691","Priabonian","","38","33.9","7272"
"474361","occ","","","12851","Hipposideros morloti","species","348692","MP 18","","37.2","33.9","12515"
"474362","occ","","","12851","Hipposideridae","family","40647","MP 18","","37.2","33.9","12515"
"474384","occ","","","12852","Rhinolophus priscus","species","136292","Priabonian","","38","33.9","7272"
"474385","occ","","","12852","Tadarida","genus","40691","Priabonian","","38","33.9","7272"
"474421","occ","","","12850","Hipposideros schlosseri","species","255161","Late Eocene","","37.2","33.9","7272"
"474422","occ","","","12850","Hipposideros morloti","species","348692","Late Eocene","","37.2","33.9","7272"
"474423","occ","","","12850","Hipposideros","genus","40649","Late Eocene","","37.2","33.9","7272"
"474424","occ","","","12850","Palaeophyllophora quercyi","species","348691","Late Eocene","","37.2","33.9","7272"
"474425","occ","","","12850","Necromantis","genus","40643","Late Eocene","","37.2","33.9","7272"
"474426","occ","","","12850","Vespertiliavus gracilis","species","348690","Late Eocene","","37.2","33.9","7272"
"474427","occ","","","12850","Vespertiliavus","genus","40638","Late Eocene","","37.2","33.9","7272"
"474428","occ","","","12850","Vespertiliavus","genus","40638","Late Eocene","","37.2","33.9","7272"
"474429","occ","","","12850","Stehlinia gracilis","species","136294","Late Eocene","","37.2","33.9","7272"
"474430","occ","","","12850","Stehlinia","genus","40689","Late Eocene","","37.2","33.9","7272"
"474431","occ","","","12850","Stehlinia","genus","40689","Late Eocene","","37.2","33.9","7272"
"474432","occ","","","12850","Tadarida","genus","40691","Late Eocene","","37.2","33.9","7272"
"475293","occ","","","40031","Nyctinomus","genus","40695","Burdigalian","","20.44","15.97","10124"
"487383","occ","","","48891","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","13054"
"487395","occ","","","48892","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","13054"
"488472","occ","","","49084","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","13054"
"488485","occ","","","49085","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","13054"
"488540","occ","","","49091","Chiroptera","order","40622","Early Pleistocene","Middle Pleistocene","2.588","0.126","13054"
"489660","occ","","","49332","Vespertilionidae","family","40663","Ruscinian","","5.333","3.2","13151"
"489806","occ","","","49359","Chiroptera","order","40622","MN 16","","3.2","2.588","13151"
"489815","occ","","","49360","Chiroptera","order","40622","MN 16","","3.2","2.588","13151"
"490042","occ","","","49421","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","13210"
"490043","occ","","","49421","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","13210"
"490044","occ","","","49421","Tadarida","genus","40691","MN 7 + 8","","12.75","11.1","13210"
"490046","occ","","","49421","Megadermatidae","family","40640","MN 7 + 8","","12.75","11.1","13210"
"492216","occ","","","31765","Hipposideros morloti","species","348692","Priabonian","","38","33.9","12515"
"492217","occ","","","31765","Hipposideros schlosseri","species","255161","Priabonian","","38","33.9","12515"
