"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=chiroptera"
"Access Time","Thu 2017-02-16 07:22:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","chiroptera"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0726"
"Records Found","1220"
"Records Returned","1220"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"492246","occ","","","31756","Stehlinia sp.","genus","40689","","Stehlinia","genus","40689","Priabonian","","38","33.9","13339"
"493227","occ","","","49816","Nyctalus noctula","species","40679","species not entered","Nyctalus","genus","40679","Middle Pleistocene","","0.781","0.126","13380"
"497489","occ","","","50249","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497490","occ","","","50249","Myotis cf. nattereri","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497491","occ","","","50249","Myotis exilis","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497492","occ","","","50249","Plecotus auritus","species","233611","","Plecotus auritus","species","104145","Middle Pleistocene","","0.781","0.126","9643"
"497493","occ","","","50249","Barbastella barbastella","species","40667","species not entered","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9643"
"497494","occ","","","50249","Eptesicus cf. nilssoni","species","40671","species not entered","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9643"
"497622","occ","","","50258","Rhinolophus cf. hipposideros","species","40646","species not entered","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9643"
"497623","occ","","","50258","Myotis blythi","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497624","occ","","","50258","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497625","occ","","","50258","Myotis emarginatus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497626","occ","","","50258","Myotis cf. mystacinus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497627","occ","","","50258","Myotis exilis","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"497628","occ","","","50258","Plecotus abeli","species","40684","species not entered","Plecotus","genus","40684","Middle Pleistocene","","0.781","0.126","9643"
"497629","occ","","","50258","Barbastella schadleri","species","40667","species not entered","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9643"
"497630","occ","","","50258","Pipistrellus cf. savii","species","40683","species not entered","Pipistrellus","genus","40683","Middle Pleistocene","","0.781","0.126","9643"
"497631","occ","","","50258","Pipistrellus sp.","genus","40683","","Pipistrellus","genus","40683","Middle Pleistocene","","0.781","0.126","9643"
"497632","occ","","","50258","Vespertilio cf. discolor","species","233608","subjective synonym of","Vespertilio murinus","species","104146","Middle Pleistocene","","0.781","0.126","9643"
"497633","occ","","","50258","Eptesicus serotinus","species","40671","species not entered","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9643"
"497634","occ","","","50258","Nyctalus noctula","species","40679","species not entered","Nyctalus","genus","40679","Middle Pleistocene","","0.781","0.126","9643"
"497673","occ","","","50259","Myotis sp.","genus","40678","","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"507502","occ","","","51504","Myotis cf. bechsteini","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"510974","occ","13209","","51778","Myotis blythi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","13182"
"510975","occ","","","51778","Myotis ex gr. schaubi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","13786"
"510976","occ","","","51778","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","13786"
"510977","occ","","","51778","Tadarida ? sp.","genus","40691","","Tadarida","genus","40691","Early Pleistocene","","2.588","0.781","13786"
"528247","occ","","","53951","n. gen. Archerops n. sp. annectens","species","67827","","Archerops annectens","species","67827","Middle Miocene","","15.97","11.608","14552"
"528252","occ","","","53951","Hipposideridae indet.","family","40647","","Hipposideridae","family","40647","Middle Miocene","","15.97","11.608","14552"
"536434","occ","","","55494","n. gen. Cambaya n. sp. complexus","species","68273","","Cambaya complexus","species","68273","Ypresian","","56","47.8","14970"
"536470","occ","","","55494","n. gen. Jaegeria n. sp. cambayensis","species","68287","","Jaegeria cambayensis","species","68287","Ypresian","","56","47.8","14980"
"540503","occ","","","43397","n. gen. Shanwangia n. sp. unexpectata","species","68707","","Shanwangia unexpectata","species","68707","Astaracian","","15.97","11.608","15140"
"562871","occ","","","58765","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Paleocene","Early Eocene","58.7","48.6","16676"
"598816","occ","","","63515","Lophostoma cf. silvicolum","species","117398","","Lophostoma silvicolum","species","117398","Late Pleistocene","","0.126","0.0117","18256"
"598817","occ","","","63515","Trachops cirrhosus","species","117401","","Trachops cirrhosus","species","117399","Late Pleistocene","","0.126","0.0117","18256"
"598818","occ","","","63515","cf. Micronycteris sp.","genus","117402","","Micronycteris","genus","117402","Late Pleistocene","","0.126","0.0117","18256"
"598819","occ","","","63515","Phyllostomidae indet.","family","66303","","Phyllostomidae","family","66303","Late Pleistocene","","0.126","0.0117","18256"
"598820","occ","","","63515","Rhogeessa sp.","genus","117403","","Rhogeessa","genus","117403","Late Pleistocene","","0.126","0.0117","18256"
"598821","occ","","","63515","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","18256"
"599266","occ","","","63567","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599289","occ","","","63566","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599290","occ","","","63566","cf. Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599312","occ","","","63564","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599326","occ","","","63565","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599327","occ","","","63565","Pipistrellus sp.","genus","40683","","Pipistrellus","genus","40683","Late Pleistocene","Holocene","0.126","0","18288"
"599328","occ","","","63565","cf. Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599354","occ","","","63568","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599355","occ","","","63568","Pipistrellus sp.","genus","40683","","Pipistrellus","genus","40683","Late Pleistocene","Holocene","0.126","0","18288"
"599356","occ","","","63568","cf. Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599371","occ","","","63569","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599372","occ","","","63569","cf. Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599419","occ","","","63571","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","18288"
"599420","occ","","","63571","cf. Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","18288"
"599804","occ","","","63710","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Holocene","","0.0117","0","18308"
"599823","occ","","","63708","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Holocene","","0.0117","0","18308"
"599839","occ","","","63724","Myotis sp.","genus","40678","","Myotis","genus","40678","Holocene","","0.0117","0","18307"
"599840","occ","","","63724","cf. Myotis sp.","genus","40678","","Myotis","genus","40678","Holocene","","0.0117","0","18307"
"599841","occ","","","63724","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Holocene","","0.0117","0","18307"
"599842","occ","","","63724","Tadarida sp.","genus","40691","","Tadarida","genus","40691","Holocene","","0.0117","0","18307"
"599843","occ","","","63724","cf. Eumops perotis","species","46397","","Eumops perotis","species","48789","Holocene","","0.0117","0","18307"
"599844","occ","","","63724","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Holocene","","0.0117","0","18307"
"599858","occ","","","63723","cf. Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Holocene","","0.0117","0","18307"
"600963","occ","","","63885","Leptonycteris curasoae","species","40656","species not entered","Leptonycteris","genus","40656","Holocene","","0.0117","0","18355"
"600992","occ","","","63886","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","18357"
"608447","occ","","","20636","Myotis austroriparius","species","48908","","Myotis austroriparius","species","52635","Late Pleistocene","","0.126","0.0117","18730"
"623127","occ","","","66945","Megaderma cf. vireti","species","91900","","Megaderma vireti","species","91900","MN 10","","9.7","8.7","19062"
"623128","occ","","","66945","Rhinolophus cf. grivensis","species","91931","","Rhinolophus grivensis","species","91931","MN 10","","9.7","8.7","19062"
"623129","occ","","","66943","cf. Rhinolophus delphinensis","species","91951","","Rhinolophus delphinensis","species","91951","MN 9","","11.1","9.7","19062"
"623130","occ","","","66943","Rhinolophus cf. grivensis","species","91931","","Rhinolophus grivensis","species","91931","MN 9","","11.1","9.7","19062"
"623814","occ","","","32649","Paleptesicus cf. noctuloides","species","40682","species not entered","Paleptesicus","genus","40682","MN 11","","8.7","7.75","19062"
"623815","occ","","","66946","cf. Paleptesicus noctuloides","species","40682","species not entered","Paleptesicus","genus","40682","MN 10","","9.7","8.7","19062"
"623816","occ","","","66945","Paleptesicus cf. noctuloides","species","40682","species not entered","Paleptesicus","genus","40682","MN 10","","9.7","8.7","19062"
"623818","occ","","","66943","Paleptesicus cf. noctuloides","species","40682","species not entered","Paleptesicus","genus","40682","MN 9","","11.1","9.7","19062"
"623820","occ","","","66942","Paleptesicus noctuloides","species","40682","species not entered","Paleptesicus","genus","40682","MN 9","","11.1","9.7","19062"
"623821","occ","","","66946","cf. Myotis sp.","genus","40678","","Myotis","genus","40678","MN 10","","9.7","8.7","19062"
"623822","occ","","","66945","cf. Myotis sp.","genus","40678","","Myotis","genus","40678","MN 10","","9.7","8.7","19062"
"623823","occ","","","66943","cf. Myotis sp.","genus","40678","","Myotis","genus","40678","MN 9","","11.1","9.7","19062"
"625000","occ","","","55602","Noctilio lacrimaelunaris","species","266644","","Noctilio lacrimaelunaris","species","266644","Tortonian","","11.62","7.246","19222"
"632237","occ","","","37789","Megaderma vireti","species","91900","","Megaderma vireti","species","91900","MN 11","","8.7","7.75","19444"
"632238","occ","","","37789","Rhinolophus delphinensis","species","91951","","Rhinolophus delphinensis","species","91951","MN 11","","8.7","7.75","19444"
"632268","occ","","","37789","Rhinolophus grivensis","species","91931","","Rhinolophus grivensis","species","91931","MN 11","","8.7","7.75","19465"
"632269","occ","","","37789","Myotis aff. boyeri","species","91942","","Myotis boyeri","species","91942","MN 11","","8.7","7.75","19465"
"632270","occ","","","37789","cf. Myotis sp.","genus","40678","","Myotis","genus","40678","MN 11","","8.7","7.75","19465"
"632271","occ","","","37789","Plecotus sp.","genus","40684","","Plecotus","genus","40684","MN 11","","8.7","7.75","19465"
"633783","occ","","","68218","Megaderma n. sp. vireti","species","91900","","Megaderma vireti","species","91900","MN 13","","7.246","4.9","19622"
"633784","occ","","","68218","Rhinolophus delphinensis","species","91951","","Rhinolophus delphinensis","species","91951","MN 13","","7.246","4.9","19622"
"633785","occ","18849","","68218","Rhinolophus lissiensis","species","91962","recombined as","Rhinolophus grivensis lissiensis","subspecies","91938","MN 13","","7.246","4.9","19462"
"633786","occ","","","68218","Myotis n. sp. boyeri","species","91942","","Myotis boyeri","species","91942","MN 13","","7.246","4.9","19622"
"635202","occ","","","68341","Rhinolophus ? hildebrandti","species","40646","species not entered","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","19671"
"635203","occ","","","68341","Hipposideros ? commersoni","species","40649","species not entered","Hipposideros","genus","40649","Middle Pleistocene","","0.781","0.126","19671"
"635204","occ","","","68340","Miniopterus schreibersi","species","40676","species not entered","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","19671"
"635205","occ","","","68341","Miniopterus schreibersi","species","40676","species not entered","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","19671"
"635206","occ","","","68342","Miniopterus schreibersi","species","40676","species not entered","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","19671"
"635207","occ","","","68341","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","19671"
"635208","occ","","","68342","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","19671"
"635588","occ","","","68380","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","19685"
"635589","occ","","","68380","Murina cf. aurata","species","109084","species not entered","Murina","genus","109084","Early Pleistocene","","2.588","0.781","19685"
"635590","occ","","","68380","Rhinolophus cf. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Early Pleistocene","","2.588","0.781","19685"
"635591","occ","","","68380","Hipposideros sp.","genus","40649","","Hipposideros","genus","40649","Early Pleistocene","","2.588","0.781","19685"
"636325","occ","","","68438","Hassianycteris joeli","species","178571","species not entered","Hassianycteris","genus","178571","Ypresian","","56","47.8","19707"
"637072","occ","","","68547","Chiroptera indet.","order","40622","","Chiroptera","order","40622","MN 5","","15.97","13.65","24292"
"637073","occ","","","68570","cf. Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","MN 15","","4.2","3.2","19450"
"637074","occ","","","68559","Vespertilionidae informal indet. I","family","40663","obsolete variant of","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","19450"
"637075","occ","","","68559","Vespertilionidae informal indet. II","family","40663","obsolete variant of","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","19450"
"637076","occ","","","68559","Chiroptera indet.","order","40622","","Chiroptera","order","40622","MN 7 + 8","","12.75","11.1","19450"
"637077","occ","","","68562","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Miocene","","23.03","5.333","19450"
"639024","occ","","","68775","Macroderma sp.","genus","94084","","Macroderma","genus","94084","Late Miocene","","11.608","5.333","19849"
"639025","occ","","","68775","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Miocene","","11.608","5.333","19849"
"639419","occ","","","21855","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Early Miocene","Middle Miocene","23.03","11.608","19863"
"641020","occ","","","69116","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","MN 4","","16.9","15.97","19926"
"641076","occ","","","69062","Myotis myotis","species","94474","","Myotis myotis","species","109090","Middle Pleistocene","","0.781","0.126","19913"
"641077","occ","","","69062","Rhinolophus ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","19913"
"641078","occ","","","69062","Rhinolophus euryale","species","94476","","Rhinolophus euryale","species","94476","Middle Pleistocene","","0.781","0.126","19913"
"645281","occ","19017","","69711","Megaderma lugdunensis","species","91929","","Megaderma lugdunensis","species","91889","MN 6","","13.65","12.75","12845"
"645282","occ","","","69711","Miniopterus fossilis","species","92013","","Miniopterus fossilis","species","92013","MN 6","","13.65","12.75","23390"
"645283","occ","","","69711","Paleptesicus priscus","species","92011","","Paleptesicus priscus","species","92011","MN 6","","13.65","12.75","23390"
"645284","occ","","","69711","Rhinolophus delphinensis","species","91951","","Rhinolophus delphinensis","species","91951","MN 6","","13.65","12.75","23390"
"645285","occ","","","69711","Rhinolophus grivensis","species","91931","","Rhinolophus grivensis","species","91931","MN 6","","13.65","12.75","23390"
"645333","occ","","","58983","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Serravallian","","13.82","11.62","23390"
"647039","occ","","","17709","""Myotis"" sp.","genus","40678","","Myotis","genus","40678","Geringian","","30.8","26.3","19303"
"647801","occ","","","49521","Tadarida n. sp. leptognatha","species","92101","","Tadarida leptognatha","species","92101","MN 6","","13.65","12.75","23504"
"647802","occ","","","49522","Tadarida n. sp. engesseri","species","92100","","Tadarida engesseri","species","92100","MN 6","","13.65","12.75","23504"
"647804","occ","","","68040","Megaderma n. sp. franconica","species","91891","","Megaderma franconica","species","91891","MN 3","","20","16.9","23507"
"647805","occ","","","68040","Eptesicus n. sp. aurelianensis","species","92010","","Eptesicus aurelianensis","species","92010","MN 3","","20","16.9","23507"
"647806","occ","","","68040","Rhinolophus n. sp. dehmi","species","91955","","Rhinolophus dehmi","species","91955","MN 3","","20","16.9","23507"
"647807","occ","","","49521","Miostrellus n. sp. risgoviensis","species","92015","","Miostrellus risgoviensis","species","92015","MN 6","","13.65","12.75","23504"
"650767","occ","","","69098","cf. Eptesicus aurelianensis","species","92010","","Eptesicus aurelianensis","species","92010","MN 4","","16.9","15.97","23602"
"650768","occ","","","69098","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","MN 4","","16.9","15.97","23602"
"653600","occ","","","70556","Microchiroptera indet.","suborder","40627","","Microchiroptera","suborder","40627","Zanclean","","5.333","3.6","23682"
"654930","occ","","","70705","Eumops perotis","species","46397","","Eumops perotis","species","48789","Holocene","","0.0117","0","19694"
"659268","occ","","","22160","Microchiroptera indet.","suborder","40627","","Microchiroptera","suborder","40627","Zanclean","","5.333","3.6","5357"
"661454","occ","","","71263","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","24053"
"661455","occ","","","71263","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Late Pleistocene","Holocene","0.126","0","24053"
"661456","occ","","","71263","Tadarida sp.","genus","40691","","Tadarida","genus","40691","Late Pleistocene","Holocene","0.126","0","24053"
"661489","occ","","","71264","Balantiopteryx io","species","160954","","Balantiopteryx io","species","160954","Late Pleistocene","","0.126","0.0117","24062"
"661490","occ","","","71264","Leptonycteris nivalis","species","47600","","Leptonycteris nivalis","species","47369","Late Pleistocene","","0.126","0.0117","24062"
"661491","occ","","","71264","Artibeus jamaicensis","species","160956","","Artibeus jamaicensis","species","160956","Late Pleistocene","","0.126","0.0117","24062"
"661492","occ","","","71264","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","24062"
"661493","occ","","","71264","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","Late Pleistocene","","0.126","0.0117","24062"
"661494","occ","","","71264","Tadarida brasiliensis","species","51982","","Tadarida brasiliensis","species","49249","Late Pleistocene","","0.126","0.0117","24062"
"661495","occ","","","71264","Tadarida laticaudata","species","160960","","Tadarida laticaudata","species","160960","Late Pleistocene","","0.126","0.0117","24062"
"661496","occ","","","71264","Tadarida aurispinosa","species","160966","","Tadarida aurispinosa","species","160964","Late Pleistocene","","0.126","0.0117","24062"
"661497","occ","","","71264","Eumops perotis","species","46397","","Eumops perotis","species","48789","Late Pleistocene","","0.126","0.0117","24062"
"661906","occ","","","71313","Mormoops megalophylla","species","40657","species not entered","Mormoops","genus","40657","Late Pleistocene","Holocene","0.126","0","24122"
"661908","occ","","","71313","Chrotopterus auritus","species","273786","","Chrotopterus auritus","species","273786","Late Pleistocene","Holocene","0.126","0","24122"
"661909","occ","","","71313","Lonchophylla mordax","species","159110","species not entered","Lonchophylla","genus","159110","Late Pleistocene","Holocene","0.126","0","24122"
"661910","occ","","","71313","Desmodus rotundus","species","235348","","Desmodus rotundus","species","235347","Late Pleistocene","Holocene","0.126","0","24122"
"661911","occ","","","71313","Desmodus draculae","species","270550","","Desmodus draculae","species","270550","Late Pleistocene","Holocene","0.126","0","24122"
"661912","occ","","","71313","Eptesicus brasiliensis","species","40671","species not entered","Eptesicus","genus","40671","Late Pleistocene","Holocene","0.126","0","24122"
"661913","occ","","","71313","Tadarida brasiliensis","species","51982","","Tadarida brasiliensis","species","49249","Late Pleistocene","Holocene","0.126","0","24122"
"662016","occ","","","71324","Eumops perotis","species","46397","","Eumops perotis","species","48789","Holocene","","0.0117","0","23916"
"662143","occ","","","71335","Desmodus rotundus","species","235348","","Desmodus rotundus","species","235347","Late Pleistocene","","0.126","0.0117","24109"
"662199","occ","","","71345","Corynorhinus tetralophodon","species","45287","recombined as","Plecotus tetralophodon","species","45287","Late Pleistocene","","0.126","0.0117","24078"
"662232","occ","","","71346","Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","Late Pleistocene","","0.126","0.0117","24009"
"663414","occ","24364","","55494","Icaronycteris n. sp. sigei","species","178563","","Icaronycteris sigei","species","178563","Ypresian","","56","47.8","35350"
"663415","occ","24365","","55494","Archaeonycteris n. sp. storchi","species","178567","","Archaeonycteris storchi","species","178567","Ypresian","","56","47.8","35350"
"663416","occ","","","55494","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Ypresian","","56","47.8","24154"
"665419","occ","","","71662","Eptesicus n. sp. praeglacialis","species","99166","","Eptesicus praeglacialis","species","99166","Early Pleistocene","","2.588","0.781","24188"
"665420","occ","","","71662","Plecotus n. sp. crassidens","species","53414","","Plecotus crassidens","species","53414","Early Pleistocene","","2.588","0.781","24188"
"686197","occ","","","73861","cf. Megadermatidae indet.","family","40640","","Megadermatidae","family","40640","MN 4","MN 5","16.9","13.65","24771"
"690464","occ","","","74246","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","24936"
"690650","occ","","","74292","n. gen. Molossides n. sp. floridanus","species","48787","subjective synonym of","Eumops glaucinus","species","45958","Late Pleistocene","","0.126","0.0117","24947"
"691169","occ","","","74472","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","24982"
"691183","occ","","","74473","Myotis lucifugus","species","48914","","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","1326"
"691184","occ","","","74473","Myotis velifer","species","48919","","Myotis velifer","species","52649","Late Pleistocene","","0.126","0.0117","1326"
"691185","occ","","","74473","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","1326"
"691223","occ","","","74474","Myotis velifer","species","48919","","Myotis velifer","species","52649","Holocene","","0.0117","0","1326"
"691224","occ","","","74474","Pipistrellus hesperus","species","50359","","Pipistrellus hesperus","species","51504","Holocene","","0.0117","0","1326"
"691225","occ","","","74474","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Holocene","","0.0117","0","1326"
"691226","occ","","","74474","Mormoops megalophyla","species","40657","species not entered","Mormoops","genus","40657","Holocene","","0.0117","0","1326"
"691227","occ","","","74474","Tadarida brasiliensis","species","51982","","Tadarida brasiliensis","species","49249","Holocene","","0.0117","0","1326"
"691620","occ","","","74496","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","24991"
"691623","occ","","","74497","Desmodus stocki","species","45613","","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","24993"
"691624","occ","","","74497","Myotis thysanodes","species","48918","","Myotis thysanodes","species","48918","Late Pleistocene","","0.126","0.0117","24993"
"691625","occ","","","74497","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","24993"
"700870","occ","","","75300","Myotis aff. annectans","species","40678","species not entered","Myotis","genus","40678","Early Pliocene","","5.333","3.6","25440"
"700871","occ","","","75300","Myotis cf. horsfieldii","species","40678","species not entered","Myotis","genus","40678","Early Pliocene","","5.333","3.6","25440"
"700872","occ","","","75300","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pliocene","","5.333","3.6","25440"
"700873","occ","","","75300","Vespertilio cf. sinensis","species","40692","species not entered","Vespertilio","genus","40692","Early Pliocene","","5.333","3.6","25440"
"700874","occ","","","75300","Murina sp.","genus","109084","","Murina","genus","109084","Early Pliocene","","5.333","3.6","25440"
"703237","occ","","","39425","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pliocene","","5.333","2.588","25483"
"704811","occ","","","22701","n. gen. Tachypteron n. sp. franzeni","species","110059","","Tachypteron franzeni","species","110059","MP 11","","48.6","40.4","25533"
"709920","occ","","","76059","Myotis velifer","species","48919","","Myotis velifer","species","52649","Late Pleistocene","","0.126","0.0117","25748"
"709921","occ","","","76059","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Late Pleistocene","","0.126","0.0117","25748"
"709922","occ","","","76059","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","25748"
"709923","occ","","","76059","Tadarida brasiliensis","species","51982","","Tadarida brasiliensis","species","49249","Late Pleistocene","","0.126","0.0117","25748"
"709924","occ","","","76059","Tadarida macrotis","species","40691","species not entered","Tadarida","genus","40691","Late Pleistocene","","0.126","0.0117","25748"
"709993","occ","","","76060","Desmodus stocki","species","45613","","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","25748"
"709994","occ","","","76060","Myotis lucifugus ?","species","48914","","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","25748"
"709995","occ","","","76060","Myotis velifer","species","48919","","Myotis velifer","species","52649","Late Pleistocene","","0.126","0.0117","25748"
"709996","occ","","","76060","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","25748"
"710001","occ","","","76060","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Late Pleistocene","","0.126","0.0117","25748"
"710002","occ","","","76060","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","25748"
"710003","occ","","","76060","Tadarida brasiliensis","species","51982","","Tadarida brasiliensis","species","49249","Late Pleistocene","","0.126","0.0117","25748"
"717356","occ","","","77014","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Ypresian","Lutetian","56","41.3","26064"
"717431","occ","","","71985","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","24350"
"717440","occ","","","77030","Scotophilus n. sp. sp.","genus","40687","","Scotophilus","genus","40687","Middle Miocene","","15.97","11.608","26069"
"726505","occ","","","78058","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","MN 7 + 8","","12.75","11.1","26329"
"732837","occ","","","78640","n. gen. Cubanycteris n. sp. silvai","species","117434","","Cubanycteris silvai","species","117434","Late Pleistocene","","0.126","0.0117","26442"
"732842","occ","","","78640","Macrotus waterhousii","species","159106","species not entered","Macrotus","genus","159106","Late Pleistocene","","0.126","0.0117","26442"
"732843","occ","","","78640","Artibeus anthonyi","species","159104","species not entered","Artibeus","genus","159104","Late Pleistocene","","0.126","0.0117","26442"
"732844","occ","","","78640","Artibeus jamaicensis","species","160956","","Artibeus jamaicensis","species","160956","Late Pleistocene","","0.126","0.0117","26442"
"732845","occ","","","78640","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","26442"
"732846","occ","","","78640","Brachyphylla nana","species","159105","species not entered","Brachyphylla","genus","159105","Late Pleistocene","","0.126","0.0117","26442"
"732847","occ","","","78640","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","26442"
"732849","occ","","","78640","Lasiurus borealis","species","47490","","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","26442"
