"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=chiroptera"
"Access Time","Thu 2017-02-16 07:22:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","chiroptera"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0726"
"Records Found","1220"
"Records Returned","1220"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"357102","occ","","","33975","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"357136","occ","","","34008","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"357157","occ","","","34009","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","8655"
"358958","occ","","","32240","Rhinolophus grivensis","species","91931","","Rhinolophus grivensis","species","91931","MN 14","","4.9","4.2","8683"
"360293","occ","","","34127","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360294","occ","","","34127","Myotis dasycneme","species","40678","species not entered","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360295","occ","","","34127","Myotis emarginatus","species","40678","species not entered","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360296","occ","","","34127","Myotis nattereri","species","40678","species not entered","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360297","occ","","","34127","Myotis cf. mystacinus","species","40678","species not entered","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8650"
"360298","occ","","","34127","Plecotus cf. auritus","species","233611","","Plecotus auritus","species","104145","Pleistocene","","2.588","0.0117","8650"
"360355","occ","","","34128","Rhinolophus ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Pleistocene","","2.588","0.0117","8987"
"360356","occ","","","34128","Rhinolophus aff. euryale","species","94476","","Rhinolophus euryale","species","94476","Pleistocene","","2.588","0.0117","8987"
"360357","occ","","","34128","Myotis sp.","genus","40678","","Myotis","genus","40678","Pleistocene","","2.588","0.0117","8987"
"361920","occ","","","34287","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","9013"
"362230","occ","","","34330","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9013"
"362802","occ","","","34366","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Miocene","Pliocene","23.03","2.588","9029"
"367501","occ","","","34758","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","9268"
"368277","occ","","","34842","Myotis sp.","genus","40678","","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9314"
"368278","occ","","","34842","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9314"
"368332","occ","","","34848","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9314"
"368541","occ","","","34870","Myotis sp.","genus","40678","","Myotis","genus","40678","Pleistocene","","2.588","0.0117","9346"
"368542","occ","","","34870","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","9346"
"368543","occ","","","34870","Miniopterus schreibersii","species","40676","species not entered","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","9346"
"368635","occ","","","34872","Myotis sp.","genus","40678","","Myotis","genus","40678","Pleistocene","","2.588","0.0117","9346"
"368636","occ","","","34872","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","9346"
"368637","occ","","","34872","Miniopterus schreibersii","species","40676","species not entered","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","9346"
"369033","occ","","","34911","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9372"
"369034","occ","","","34911","Rhinolophus euryale","species","94476","","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","9372"
"369035","occ","","","34911","Rhinolophus cf. mehelyi","species","40646","species not entered","Rhinolophus","genus","40646","Early Pleistocene","","2.588","0.781","9372"
"369036","occ","","","34911","Miniopterus sp.","genus","40676","","Miniopterus","genus","40676","Early Pleistocene","","2.588","0.781","9372"
"370320","occ","","","26752","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Late Miocene","","11.608","5.333","9426"
"370321","occ","","","26752","Myotis cf. boyeri","species","91942","","Myotis boyeri","species","91942","Late Miocene","","11.608","5.333","9426"
"370322","occ","","","26752","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Miocene","","11.608","5.333","9426"
"370323","occ","","","26752","Miniopterus cf. fossilis","species","92013","","Miniopterus fossilis","species","92013","Late Miocene","","11.608","5.333","9426"
"370324","occ","","","26752","Tadarida sp.","genus","40691","","Tadarida","genus","40691","Late Miocene","","11.608","5.333","9426"
"370464","occ","","","35076","Rhinolophus aff. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Pliocene","Pleistocene","5.333","0.0117","9424"
"370493","occ","","","35077","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Turolian","","8.7","5.333","9415"
"373451","occ","","","35354","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Ruscinian","Villanyian","5.333","2.588","9534"
"373531","occ","","","35358","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Villanyian","","3.2","2.588","9534"
"373582","occ","","","35359","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pliocene","Pleistocene","5.333","0.0117","9534"
"373630","occ","","","35362","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","Late Miocene","","11.608","5.333","9546"
"374107","occ","","","35368","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Villanyian","","3.2","2.588","9534"
"374135","occ","","","35369","Myotis baranensis","species","40678","species not entered","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374136","occ","","","35369","Myotis steiningeri","species","40678","species not entered","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374137","occ","","","35369","Myotis schaubi","species","40678","species not entered","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374138","occ","","","35369","Myotis wuesti","species","40678","species not entered","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374139","occ","","","35369","Vespertilio majori","species","40692","species not entered","Vespertilio","genus","40692","Villanyian","","3.2","2.588","9534"
"374140","occ","","","35369","Eptesicus praeglacialis","species","99166","","Eptesicus praeglacialis","species","99166","Villanyian","","3.2","2.588","9534"
"374141","occ","","","35369","Rhinolophus aff. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Villanyian","","3.2","2.588","9534"
"374197","occ","","","35370","Rhinolophus cf. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Villanyian","","3.2","2.588","9534"
"374198","occ","","","35370","Rhinolophus euryale","species","94476","","Rhinolophus euryale","species","94476","Villanyian","","3.2","2.588","9534"
"374199","occ","","","35370","Myotis cf. schaubi","species","40678","species not entered","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374200","occ","","","35370","Myotis sp.","genus","40678","","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374201","occ","","","35370","Myotis cf. dasycneme","species","40678","species not entered","Myotis","genus","40678","Villanyian","","3.2","2.588","9534"
"374202","occ","","","35370","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Villanyian","","3.2","2.588","9534"
"374242","occ","","","35371","Rhinolophus cf. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Villanyian","","3.2","2.588","9534"
"374243","occ","","","35371","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Villanyian","","3.2","2.588","9534"
"374408","occ","","","35383","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pliocene","Pleistocene","5.333","0.0117","9534"
"375031","occ","","","35428","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375124","occ","","","35431","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Early Pleistocene","","2.588","0.781","9534"
"375125","occ","","","35431","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Early Pleistocene","","2.588","0.781","9534"
"375126","occ","","","35431","Myotis cf. dasycneme","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375127","occ","","","35431","Myotis cf. gundersheimensis","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375128","occ","","","35431","Myotis cf. schaubi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375129","occ","","","35431","Myotis cf. daubentoni","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375130","occ","","","35431","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375131","occ","","","35431","Miniopterus sp.","genus","40676","","Miniopterus","genus","40676","Early Pleistocene","","2.588","0.781","9534"
"375132","occ","","","35431","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375475","occ","","","35442","Myotis wuesti","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375476","occ","","","35442","Myotis emarginatus","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375477","occ","","","35442","Myotis dasycneme","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375609","occ","","","35457","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375681","occ","","","35459","Myotis cf. wuesti","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","9534"
"375682","occ","","","35459","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Pleistocene","","2.588","0.781","9534"
"375813","occ","","","35465","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375841","occ","","","35466","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375873","occ","","","35467","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375903","occ","","","35468","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","9534"
"375965","occ","","","35472","Rhinolophus cf. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","9534"
"375966","occ","","","35472","Myotis cf. mystacinus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375967","occ","","","35472","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375968","occ","","","35472","Myotis cf. gundersheimensis","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375969","occ","","","35472","Myotis baranensis","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375970","occ","","","35472","Myotis cf. delicatus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375971","occ","","","35472","Myotis dasycneme","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"375972","occ","","","35472","Eptesicus cf. nilssonii","species","40671","species not entered","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9534"
"375973","occ","","","35472","Barbastella cf. leucomelas","species","40667","species not entered","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9534"
"375974","occ","","","35472","Plecotus auritus","species","233611","","Plecotus auritus","species","104145","Middle Pleistocene","","0.781","0.126","9534"
"376062","occ","","","35476","Rhinolophus cf. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","9534"
"376063","occ","","","35476","Rhinolophus cf. hipposideros","species","40646","species not entered","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9534"
"376064","occ","","","35476","Rhinolophus cf. mehelyi","species","40646","species not entered","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9534"
"376065","occ","","","35476","Myotis cf. oxygnathus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376066","occ","","","35476","Myotis cf. daubentoni","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376067","occ","","","35476","Myotis cf. dasycneme","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376068","occ","","","35476","Myotis cf. mystacinus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376069","occ","","","35476","Myotis cf. emarginatus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376070","occ","","","35476","Myotis cf. bechsteini","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376071","occ","","","35476","Myotis nattereri","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376072","occ","","","35476","Myotis cf. brandti","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376073","occ","","","35476","Myotis cf. frater","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376074","occ","","","35476","Myotis baranensis","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376075","occ","","","35476","Myotis schaubi","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376076","occ","","","35476","Myotis n. sp. sp.","genus","40678","","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9534"
"376077","occ","","","35476","Plecotus auritus","species","233611","","Plecotus auritus","species","104145","Middle Pleistocene","","0.781","0.126","9534"
"376078","occ","","","35476","Barbastella barbastellus","species","40667","species not entered","Barbastella","genus","40667","Middle Pleistocene","","0.781","0.126","9534"
"376079","occ","","","35476","Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","Middle Pleistocene","","0.781","0.126","9534"
"376080","occ","","","35476","Vespertilio ? sp.","genus","40692","","Vespertilio","genus","40692","Middle Pleistocene","","0.781","0.126","9534"
"376081","occ","","","35476","Nyctalus n. sp. sp.","genus","40679","","Nyctalus","genus","40679","Middle Pleistocene","","0.781","0.126","9534"
"376082","occ","","","35476","Miniopterus cf. schreibersi","species","40676","species not entered","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","9534"
"377031","occ","","","18597","n. gen. Primonatalus n. sp. prattae","species","56186","","Primonatalus prattae","species","56186","Hemingfordian","","20.43","15.97","9610"
"377032","occ","","","17341","Natalidae indet.","family","40696","","Natalidae","family","40696","Whitneyan","","33.3","30.8","9610"
"377033","occ","","","17341","Mormoopidae indet.","family","66293","","Mormoopidae","family","66293","Whitneyan","","33.3","30.8","9610"
"377034","occ","","","17341","Emballonuridae informal indet. A","family","40636","obsolete variant of","Emballonuridae","family","40636","Whitneyan","","33.3","30.8","9610"
"377035","occ","","","17341","Emballonuridae informal indet. B","family","40636","obsolete variant of","Emballonuridae","family","40636","Whitneyan","","33.3","30.8","9610"
"377036","occ","","","17341","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","Whitneyan","","33.3","30.8","9610"
"379643","occ","","","35907","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"379644","occ","","","35907","Myotis schaubi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"379645","occ","","","35907","Myotis cf. nattereri","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"379646","occ","","","35907","Plecotus auritus","species","233611","","Plecotus auritus","species","104145","Early Pleistocene","Middle Pleistocene","2.588","0.126","9643"
"381356","occ","","","36214","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Middle Pleistocene","","0.781","0.126","9643"
"381357","occ","","","36214","Myotis sp.","genus","40678","","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"381358","occ","","","36214","Vespertilio sp.","genus","40692","","Vespertilio","genus","40692","Middle Pleistocene","","0.781","0.126","9643"
"381460","occ","","","36219","Myotis dasycneme","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"381461","occ","","","36219","Myotis cf. mystacinus","species","40678","species not entered","Myotis","genus","40678","Middle Pleistocene","","0.781","0.126","9643"
"383637","occ","","","36452","Myotis myotis","species","94474","","Myotis myotis","species","109090","Pleistocene","","2.588","0.0117","9767"
"383641","occ","","","36517","Myotis myotis","species","94474","","Myotis myotis","species","109090","Pleistocene","","2.588","0.0117","9767"
"386554","occ","","","36875","Vespertiliavus lapradensis","species","40638","species not entered","Vespertiliavus","genus","40638","MP 13","MP 14","48.6","40.4","9873"
"386555","occ","","","36875","n. gen. Emballonuridae indet.","family","40636","","Emballonuridae","family","40636","MP 13","MP 14","48.6","40.4","9873"
"386556","occ","","","36875","Necromantis cf. adichaster","species","40643","species not entered","Necromantis","genus","40643","MP 13","MP 14","48.6","40.4","9873"
"386557","occ","","","36875","Stehlinia ruetimeyeri","species","40689","species not entered","Stehlinia","genus","40689","MP 13","MP 14","48.6","40.4","9873"
"386558","occ","","","36875","Stehlinia cf. pusilla","species","40689","species not entered","Stehlinia","genus","40689","MP 13","MP 14","48.6","40.4","9873"
"387080","occ","","","36974","Rhinolophus cf. grivensis","species","91931","","Rhinolophus grivensis","species","91931","Pleistocene","","2.588","0.0117","9885"
"387604","occ","","","37050","cf. Taphozous sp.","genus","40637","","Taphozous","genus","40637","Burdigalian","","20.44","15.97","9929"
"387605","occ","","","37050","Rhinolophus cf. grivensis","species","91931","","Rhinolophus grivensis","species","91931","Burdigalian","","20.44","15.97","9929"
"387606","occ","","","37050","Hipposideros sp.","genus","40649","","Hipposideros","genus","40649","Burdigalian","","20.44","15.97","9929"
"387607","occ","","","37050","Hipposideros dechaseauxi","species","92092","obsolete variant of","Hipposideros (Brachipposideros) dechaseauxi","species","92092","Burdigalian","","20.44","15.97","9929"
"387608","occ","","","37050","Hipposideros bouziguensis","species","92094","obsolete variant of","Hipposideros (Pseudorhinolophus) bouziguensis","species","92094","Burdigalian","","20.44","15.97","9929"
"387609","occ","","","37050","Asellia mariaetheresae","species","92042","","Asellia mariaetheresae","species","92042","Burdigalian","","20.44","15.97","9929"
"387610","occ","","","37050","Tadarida helveticus","species","40691","species not entered","Tadarida","genus","40691","Burdigalian","","20.44","15.97","9929"
"391397","occ","","","37518","Myotis aff. misonnei","species","40678","species not entered","Myotis","genus","40678","MP 24","","33.9","28.4","10040"
"392744","occ","","","37493","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Eocene","","48.6","37.2","10065"
"393077","occ","","","37809","n. gen. Icaronycteris n. sp. index","species","56929","","Icaronycteris index","species","56929","Wasatchian","","55.8","50.3","10080"
"396908","occ","","","38137","Eptesicus campanensis","species","56998","","Eptesicus campanensis","species","56998","MN 6","","13.65","12.75","10239"
"398216","occ","","","13066","Myotis cf. lucifugus","species","48914","","Myotis lucifugus","species","52644","Pleistocene","","2.588","0.0117","10274"
"398217","occ","","","13066","Myotis cf. grisescens","species","119647","","Myotis grisescens","species","119647","Pleistocene","","2.588","0.0117","10274"
"398218","occ","","","13066","Pipistrellus cf. subflavus","species","50360","","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","10274"
"398219","occ","","","13066","Eptesicus cf. grandis","species","119649","subjective synonym of","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","10274"
"404230","occ","","","21507","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Calabrian","","1.806","0.781","4734"
"405858","occ","","","39014","Microchiroptera informal indet. 1","species","40627","species not entered","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"405859","occ","","","39014","Microchiroptera informal indet. 2","species","40627","species not entered","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"405860","occ","","","39014","Microchiroptera informal indet. 3","species","40627","species not entered","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"405861","occ","","","39014","Microchiroptera informal indet. 4","species","40627","species not entered","Microchiroptera","suborder","40627","Bartonian","","41.3","38","10553"
"407981","occ","","","39251","Megaderma watwat","species","40642","species not entered","Megaderma","genus","40642","Pleistocene","","2.588","0.0117","10604"
"407992","occ","","","39252","Myotis cf. baranensis","species","40678","species not entered","Myotis","genus","40678","Pleistocene","","2.588","0.0117","10604"
"407993","occ","","","39252","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Pleistocene","","2.588","0.0117","10604"
"411480","occ","","","39797","Rhinolophus aff. ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Early Pleistocene","","2.588","0.781","10779"
"411500","occ","","","39797","Rhinolophus euryale","species","94476","","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","10779"
"411501","occ","","","39797","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Early Pleistocene","","2.588","0.781","10779"
"411502","occ","","","39797","Myotis dasycneme","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","10779"
"411503","occ","","","39797","Myotis schaubi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","10779"
"411504","occ","","","39797","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","10779"
"413493","occ","","","38868","Adapisorex ? n. sp. anglicus","species","57564","recombined as","Eppsinycteris anglica","species","57564","Ypresian","","56","47.8","10844"
"419540","occ","","","40755","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Miocene","","23.03","5.333","10998"
"420005","occ","","","40808","Rhinolophus ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Middle Pleistocene","","0.781","0.126","11028"
"420006","occ","","","40808","Miniopterus schreibersii","species","40676","species not entered","Miniopterus","genus","40676","Middle Pleistocene","","0.781","0.126","11028"
"420007","occ","","","40808","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","Middle Pleistocene","","0.781","0.126","11028"
"421621","occ","","","40995","Rhinolophus ex gr. euryale","species","94476","","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11570"
"421622","occ","11581","","40995","Myotis cf. blythi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421623","occ","","","40995","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11570"
"421631","occ","","","40997","Rhinolophus ex gr. euryale","species","94476","","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421632","occ","","","40997","Myotis cf. blythi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421633","occ","","","40997","Myotis sp.","genus","40678","","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421634","occ","","","40997","Miniopterus sp.","genus","40676","","Miniopterus","genus","40676","Early Pleistocene","","2.588","0.781","11051"
"421643","occ","","","40998","Rhinolophus ex gr. euryale","species","94476","","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421644","occ","","","40998","Myotis cf. blythi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421649","occ","","","40999","Myotis cf. blythi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421658","occ","","","41000","Rhinolophus ex gr. euryale","species","94476","","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421659","occ","","","41000","Myotis cf. blythi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"421670","occ","","","41001","Rhinolophus ex gr. euryale","species","94476","","Rhinolophus euryale","species","94476","Early Pleistocene","","2.588","0.781","11051"
"421671","occ","","","41001","Myotis cf. blythi","species","40678","species not entered","Myotis","genus","40678","Early Pleistocene","","2.588","0.781","11051"
"429267","occ","","","41932","Vespertilio sp.","genus","40692","","Vespertilio","genus","40692","Pliocene","","5.333","2.588","11202"
"436652","occ","","","33638","Rhinolophus kowalskii","species","40646","species not entered","Rhinolophus","genus","40646","MN 16","","3.2","2.588","11342"
"436653","occ","","","33638","Rhinolophus neglectus","species","40646","species not entered","Rhinolophus","genus","40646","MN 16","","3.2","2.588","11342"
"442251","occ","","","41810","Shanwangia unexpectula","species","68706","species not entered","Shanwangia","genus","68706","Astaracian","","15.97","11.608","11442"
"442281","occ","","","41813","Myotis sp.","genus","40678","","Myotis","genus","40678","Burdigalian","","20.44","15.97","11443"
"442325","occ","","","43400","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","Burdigalian","","20.44","15.97","11443"
"442581","occ","","","43619","cf. Rhinolophus ferrumequinum","species","94475","","Rhinolophus ferrumequinum","species","236716","Late Pleistocene","","0.126","0.0117","11457"
"442582","occ","","","43619","Miniopterus schreibersii","species","40676","species not entered","Miniopterus","genus","40676","Late Pleistocene","","0.126","0.0117","11457"
"442583","occ","","","43619","Myotis myotis","species","94474","","Myotis myotis","species","109090","Late Pleistocene","","0.126","0.0117","11457"
"442584","occ","","","43619","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442585","occ","","","43619","Myotis cf. emarginatus","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442586","occ","","","43619","Myotis cf. nattereri","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442587","occ","","","43619","Vespertilio murinus","species","104146","","Vespertilio murinus","species","104146","Late Pleistocene","","0.126","0.0117","11457"
"442652","occ","","","43629","Myotis myotis","species","94474","","Myotis myotis","species","109090","Late Pleistocene","","0.126","0.0117","11457"
"442653","occ","","","43629","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442696","occ","","","43631","Myotis myotis","species","94474","","Myotis myotis","species","109090","Late Pleistocene","","0.126","0.0117","11457"
"442697","occ","","","43631","Myotis bechsteini","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442698","occ","","","43631","Myotis cf. emarginatus","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442699","occ","","","43631","Myotis cf. nattereri","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","11457"
"442895","occ","","","43644","Vespertilio sp.","genus","40692","","Vespertilio","genus","40692","Early Pleistocene","","2.588","0.781","11465"
"447667","occ","","","12848","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","Priabonian","","38","33.9","11573"
"447668","occ","","","12848","Vespertiliavus ? sp.","genus","40638","","Vespertiliavus","genus","40638","Priabonian","","38","33.9","11573"
"447681","occ","","","31583","Vespertiliavus bourguignati","species","40638","species not entered","Vespertiliavus","genus","40638","Early Oligocene","","33.9","28.4","11574"
"447682","occ","","","31583","Palaeophyllophora sanctaeneboulae","species","67834","species not entered","Palaeophyllophora","genus","67834","Early Oligocene","","33.9","28.4","11574"
