474222,occ,,,12843,Palaeophyllophora quercyi,species,348691,Priabonian,,38,33.9,7272,n
474223,occ,,,12843,Rhinolophus priscus,species,136292,Priabonian,,38,33.9,7272,n
474332,occ,,,12849,Hipposideros schlosseri,species,255161,Priabonian,,38,33.9,7272,n
474334,occ,,,12849,Palaeophyllophora oltina,species,349278,Priabonian,,38,33.9,7272,n
474335,occ,,,12849,Rhinolophus priscus,species,136292,Priabonian,,38,33.9,7272,n
474336,occ,,,12849,Vespertiliavus gracilis,species,348690,Priabonian,,38,33.9,7272,n
474338,occ,,,12849,Stehlinia gracilis,species,136294,Priabonian,,38,33.9,7272,n
474361,occ,,,12851,Hipposideros morloti,species,348692,MP 18,,37.2,33.9,12515,n
474384,occ,,,12852,Rhinolophus priscus,species,136292,Priabonian,,38,33.9,7272,n
474421,occ,,,12850,Hipposideros schlosseri,species,255161,Late Eocene,,37.2,33.9,7272,n
474422,occ,,,12850,Hipposideros morloti,species,348692,Late Eocene,,37.2,33.9,7272,n
474424,occ,,,12850,Palaeophyllophora quercyi,species,348691,Late Eocene,,37.2,33.9,7272,n
474426,occ,,,12850,Vespertiliavus gracilis,species,348690,Late Eocene,,37.2,33.9,7272,n
474429,occ,,,12850,Stehlinia gracilis,species,136294,Late Eocene,,37.2,33.9,7272,n
492216,occ,,,31765,Hipposideros morloti,species,348692,Priabonian,,38,33.9,12515,n
492217,occ,,,31765,Hipposideros schlosseri,species,255161,Priabonian,,38,33.9,12515,n
492218,occ,,,31765,Rhinolophus priscus,species,136292,Priabonian,,38,33.9,12515,n
492227,occ,,,31764,Palaeophyllophora oltina,species,349278,Priabonian,,38,33.9,12515,n
492229,occ,,,31764,Hipposideros morloti,species,348692,Priabonian,,38,33.9,12515,n
492230,occ,,,31764,Hipposideros schlosseri,species,255161,Priabonian,,38,33.9,12515,n
492232,occ,,,31764,Rhinolophus priscus,species,136292,Priabonian,,38,33.9,12515,n
497492,occ,,,50249,Plecotus auritus,species,104145,Middle Pleistocene,,0.781,0.126,9643,n
497632,occ,,,50258,Vespertilio murinus,species,104146,Middle Pleistocene,,0.781,0.126,9643,YES
528247,occ,,,53951,Archerops annectens,species,67827,Middle Miocene,,15.97,11.608,14552,n
536434,occ,,,55494,Cambaya complexus,species,68273,Ypresian,,56,47.8,14970,n
536470,occ,,,55494,Jaegeria cambayensis,species,68287,Ypresian,,56,47.8,14980,n
540503,occ,,,43397,Shanwangia unexpectata,species,68707,Astaracian,,15.97,11.608,15140,n
598816,occ,,,63515,Lophostoma silvicolum,species,117398,Late Pleistocene,,0.126,0.0117,18256,YES
598817,occ,,,63515,Trachops cirrhosus,species,117399,Late Pleistocene,,0.126,0.0117,18256,YES
598821,occ,,,63515,Eptesicus fuscus,species,52640,Late Pleistocene,,0.126,0.0117,18256,YES
599290,occ,,,63566,Eptesicus fuscus,species,52640,Late Pleistocene,Holocene,0.126,0,18288,YES
599328,occ,,,63565,Eptesicus fuscus,species,52640,Late Pleistocene,Holocene,0.126,0,18288,YES
599356,occ,,,63568,Eptesicus fuscus,species,52640,Late Pleistocene,Holocene,0.126,0,18288,YES
599372,occ,,,63569,Eptesicus fuscus,species,52640,Late Pleistocene,Holocene,0.126,0,18288,YES
599420,occ,,,63571,Eptesicus fuscus,species,52640,Late Pleistocene,Holocene,0.126,0,18288,YES
599841,occ,,,63724,Antrozous pallidus,species,52646,Holocene,,0.0117,0,18307,YES
599843,occ,,,63724,Eumops perotis,species,48789,Holocene,,0.0117,0,18307,YES
599858,occ,,,63723,Eptesicus fuscus,species,52640,Holocene,,0.0117,0,18307,YES
608447,occ,,,20636,Myotis austroriparius,species,52635,Late Pleistocene,,0.126,0.0117,18730,YES
623127,occ,,,66945,Megaderma vireti,species,91900,MN 10,,9.7,8.7,19062,n
623128,occ,,,66945,Rhinolophus grivensis,species,91931,MN 10,,9.7,8.7,19062,n
623129,occ,,,66943,Rhinolophus delphinensis,species,91951,MN 9,,11.1,9.7,19062,n
623130,occ,,,66943,Rhinolophus grivensis,species,91931,MN 9,,11.1,9.7,19062,n
625000,occ,,,55602,Noctilio lacrimaelunaris,species,266644,Tortonian,,11.62,7.246,19222,n
632237,occ,,,37789,Megaderma vireti,species,91900,MN 11,,8.7,7.75,19444,n
632238,occ,,,37789,Rhinolophus delphinensis,species,91951,MN 11,,8.7,7.75,19444,n
632268,occ,,,37789,Rhinolophus grivensis,species,91931,MN 11,,8.7,7.75,19465,n
632269,occ,,,37789,Myotis boyeri,species,91942,MN 11,,8.7,7.75,19465,n
633783,occ,,,68218,Megaderma vireti,species,91900,MN 13,,7.246,4.9,19622,n
633784,occ,,,68218,Rhinolophus delphinensis,species,91951,MN 13,,7.246,4.9,19622,n
633786,occ,,,68218,Myotis boyeri,species,91942,MN 13,,7.246,4.9,19622,n
635590,occ,,,68380,Rhinolophus ferrumequinum,species,236716,Early Pleistocene,,2.588,0.781,19685,YES
641076,occ,,,69062,Myotis myotis,species,109090,Middle Pleistocene,,0.781,0.126,19913,YES
641077,occ,,,69062,Rhinolophus ferrumequinum,species,236716,Middle Pleistocene,,0.781,0.126,19913,YES
641078,occ,,,69062,Rhinolophus euryale,species,94476,Middle Pleistocene,,0.781,0.126,19913,YES
645281,occ,19017,,69711,Megaderma lugdunensis,species,91889,MN 6,,13.65,12.75,12845,n
645282,occ,,,69711,Miniopterus fossilis,species,92013,MN 6,,13.65,12.75,23390,n
645283,occ,,,69711,Paleptesicus priscus,species,92011,MN 6,,13.65,12.75,23390,n
645284,occ,,,69711,Rhinolophus delphinensis,species,91951,MN 6,,13.65,12.75,23390,n
645285,occ,,,69711,Rhinolophus grivensis,species,91931,MN 6,,13.65,12.75,23390,n
647801,occ,,,49521,Tadarida leptognatha,species,92101,MN 6,,13.65,12.75,23504,n
647802,occ,,,49522,Tadarida engesseri,species,92100,MN 6,,13.65,12.75,23504,n
647804,occ,,,68040,Megaderma franconica,species,91891,MN 3,,20,16.9,23507,n
647805,occ,,,68040,Eptesicus aurelianensis,species,92010,MN 3,,20,16.9,23507,n
647806,occ,,,68040,Rhinolophus dehmi,species,91955,MN 3,,20,16.9,23507,n
647807,occ,,,49521,Miostrellus risgoviensis,species,92015,MN 6,,13.65,12.75,23504,n
650767,occ,,,69098,Eptesicus aurelianensis,species,92010,MN 4,,16.9,15.97,23602,n
654930,occ,,,70705,Eumops perotis,species,48789,Holocene,,0.0117,0,19694,YES
661455,occ,,,71263,Antrozous pallidus,species,52646,Late Pleistocene,Holocene,0.126,0,24053,YES
661489,occ,,,71264,Balantiopteryx io,species,160954,Late Pleistocene,,0.126,0.0117,24062,YES
661490,occ,,,71264,Leptonycteris nivalis,species,47369,Late Pleistocene,,0.126,0.0117,24062,YES
661491,occ,,,71264,Artibeus jamaicensis,species,160956,Late Pleistocene,,0.126,0.0117,24062,YES
661494,occ,,,71264,Tadarida brasiliensis,species,49249,Late Pleistocene,,0.126,0.0117,24062,YES
661495,occ,,,71264,Tadarida laticaudata,species,160960,Late Pleistocene,,0.126,0.0117,24062,n
661496,occ,,,71264,Tadarida aurispinosa,species,160964,Late Pleistocene,,0.126,0.0117,24062,n
661497,occ,,,71264,Eumops perotis,species,48789,Late Pleistocene,,0.126,0.0117,24062,YES
661908,occ,,,71313,Chrotopterus auritus,species,273786,Late Pleistocene,Holocene,0.126,0,24122,YES
661910,occ,,,71313,Desmodus rotundus,species,235347,Late Pleistocene,Holocene,0.126,0,24122,n
661911,occ,,,71313,Desmodus draculae,species,270550,Late Pleistocene,Holocene,0.126,0,24122,n
661913,occ,,,71313,Tadarida brasiliensis,species,49249,Late Pleistocene,Holocene,0.126,0,24122,YES
662016,occ,,,71324,Eumops perotis,species,48789,Holocene,,0.0117,0,23916,YES
662143,occ,,,71335,Desmodus rotundus,species,235347,Late Pleistocene,,0.126,0.0117,24109,YES
662199,occ,,,71345,Plecotus tetralophodon,species,45287,Late Pleistocene,,0.126,0.0117,24078,n
663414,occ,24364,,55494,Icaronycteris sigei,species,178563,Ypresian,,56,47.8,35350,n
663415,occ,24365,,55494,Archaeonycteris storchi,species,178567,Ypresian,,56,47.8,35350,n
665419,occ,,,71662,Eptesicus praeglacialis,species,99166,Early Pleistocene,,2.588,0.781,24188,n
665420,occ,,,71662,Plecotus crassidens,species,53414,Early Pleistocene,,2.588,0.781,24188,n
690464,occ,,,74246,Eptesicus fuscus,species,52640,Pleistocene,,2.588,0.0117,24936,YES
690650,occ,,,74292,Eumops glaucinus,species,45958,Late Pleistocene,,0.126,0.0117,24947,YES
691183,occ,,,74473,Myotis lucifugus,species,52644,Late Pleistocene,,0.126,0.0117,1326,YES
691184,occ,,,74473,Myotis velifer,species,52649,Late Pleistocene,,0.126,0.0117,1326,YES
691185,occ,,,74473,Eptesicus fuscus,species,52640,Late Pleistocene,,0.126,0.0117,1326,YES
691223,occ,,,74474,Myotis velifer,species,52649,Holocene,,0.0117,0,1326,YES
691224,occ,,,74474,Pipistrellus hesperus,species,51504,Holocene,,0.0117,0,1326,YES
691225,occ,,,74474,Antrozous pallidus,species,52646,Holocene,,0.0117,0,1326,YES
691227,occ,,,74474,Tadarida brasiliensis,species,49249,Holocene,,0.0117,0,1326,YES
691623,occ,,,74497,Desmodus stocki,species,45613,Late Pleistocene,,0.126,0.0117,24993,n
691624,occ,,,74497,Myotis thysanodes,species,48918,Late Pleistocene,,0.126,0.0117,24993,YES
704811,occ,,,22701,Tachypteron franzeni,species,110059,MP 11,,48.6,40.4,25533,n
709920,occ,,,76059,Myotis velifer,species,52649,Late Pleistocene,,0.126,0.0117,25748,YES
709922,occ,,,76059,Antrozous pallidus,species,52646,Late Pleistocene,,0.126,0.0117,25748,YES
709923,occ,,,76059,Tadarida brasiliensis,species,49249,Late Pleistocene,,0.126,0.0117,25748,YES
709993,occ,,,76060,Desmodus stocki,species,45613,Late Pleistocene,,0.126,0.0117,25748,n
709994,occ,,,76060,Myotis lucifugus,species,52644,Late Pleistocene,,0.126,0.0117,25748,YES
709995,occ,,,76060,Myotis velifer,species,52649,Late Pleistocene,,0.126,0.0117,25748,YES
709996,occ,,,76060,Eptesicus fuscus,species,52640,Late Pleistocene,,0.126,0.0117,25748,YES
710002,occ,,,76060,Antrozous pallidus,species,52646,Late Pleistocene,,0.126,0.0117,25748,YES
710003,occ,,,76060,Tadarida brasiliensis,species,49249,Late Pleistocene,,0.126,0.0117,25748,YES
732837,occ,,,78640,Cubanycteris silvai,species,117434,Late Pleistocene,,0.126,0.0117,26442,n
732844,occ,,,78640,Artibeus jamaicensis,species,160956,Late Pleistocene,,0.126,0.0117,26442,YES
732845,occ,,,78640,Eptesicus fuscus,species,52640,Late Pleistocene,,0.126,0.0117,26442,YES
